"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT","FILE SIZE"
"IWEL","Inox Wind Energy Limited","Shareholders meeting","Inox Wind Energy Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.","02-Jun-2025 21:23:59","2025-06-02 21:23:59","02-Jun-2025 21:23:59","00:00:00","https://nsearchives.nseindia.com/corporate/IWEL_02062025212149_IWEL_PB_Voting_Results.pdf","881 KB"
"GABRIEL","Gabriel India Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Gabriel India Limited has informed the Exchange about Schedule of meet","02-Jun-2025 21:23:17","2025-06-02 21:23:17","02-Jun-2025 21:23:18","00:00:01","https://nsearchives.nseindia.com/corporate/GABRIEL_02062025212258_SE_Int_signed.pdf","1.54 MB"
"SAMMAANCAP","Sammaan Capital Limited","Updates","Sammaan Capital Limited has informed the Exchange regarding 'Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, this is to inform that the Company will participate in the below mentioned conference:Date of Meeting: June 05, 2025 Investor/Event : J.P. Morgan Asia Credit Conference 2025 Type of meeting : One-on-One & Group meetings (with several investors)Place : Singapore","02-Jun-2025 21:21:36","2025-06-02 21:21:36","02-Jun-2025 21:21:37","00:00:01","https://nsearchives.nseindia.com/corporate/IHFL_02062025212058_SCL_Investors_meet_Intimation02Jun2025.pdf","266 KB"
"CRISIL","CRISIL Limited","Appointment","CRISIL Limited has informed the Exchange regarding Re-Appointment of Ms. Shyamala Gopinath  as Independent Director of the company w.e.f. July 10, 2025.","02-Jun-2025 21:20:14","2025-06-02 21:20:14","02-Jun-2025 21:20:16","00:00:02","https://nsearchives.nseindia.com/corporate/CRISIL_02062025211957_SignedBSENSE.pdf","273 KB"
"HOMEFIRST","Home First Finance Company India Limited","Notice Of Shareholders Meetings-XBRL","Home First Finance Company India Limited has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 25-Jun-2025","02-Jun-2025 21:15:29","2025-06-02 21:15:29","02-Jun-2025 21:15:30","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1462404_02062025091528_WEB.xml","10 KB"
"PTCIL","PTC Industries Limited","General Updates","PTC Industries Limited has informed the Exchange about Investor Presentation","02-Jun-2025 21:11:13","2025-06-02 21:11:13","02-Jun-2025 21:11:14","00:00:01","https://nsearchives.nseindia.com/corporate/PTCINDUSTRIES_02062025211103_20250602_Investor_Presentation_exchange.pdf","8.31 MB"
"PROZONER","Prozone Realty Limited","Updates","Prozone Realty Limited has informed the Exchange regarding 'Intimation under Regulation 31A of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations, 2015"") - Submission of application to Stock Exchanges upon receipt of request for Re-classification from  Promoter  Category to  Public  Category.'","02-Jun-2025 21:09:02","2025-06-02 21:09:02","02-Jun-2025 21:09:02","00:00:00","https://nsearchives.nseindia.com/corporate/PROZONINTU_02062025210845_PRLIntimation.pdf","269 KB"
"INOXWIND","Inox Wind Limited","Shareholders meeting","Inox Wind Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.","02-Jun-2025 21:07:50","2025-06-02 21:07:50","02-Jun-2025 21:07:50","00:00:00","https://nsearchives.nseindia.com/corporate/INOXWIND_02062025210732_IWL_Outcome_PB02062025_Revised.pdf","2.53 MB"
"MANINDS","Man Industries (India) Limited","Outcome of Board Meeting","Man Industries (India) Limited has informed the Exchange Revision in Annexure B2 of the Outcome of Board Meeting held on May 31, 2025.","02-Jun-2025 21:07:01","2025-06-02 21:07:01","02-Jun-2025 21:07:01","00:00:00","https://nsearchives.nseindia.com/corporate/MANINDS_02062025210652_MIIL_Outcome_of_Board_Meeting_02062025.pdf","227 KB"
"FEDERALBNK","The Federal Bank  Limited","Analysts/Institutional Investor Meet/Con. Call Updates","The Federal Bank  Limited has informed the Exchange about Schedule of meet","02-Jun-2025 21:04:31","2025-06-02 21:04:31","02-Jun-2025 21:04:32","00:00:01","https://nsearchives.nseindia.com/corporate/FEDERALBNK_02062025210415_SE_Intimation_Investor_Meet_02062025_0ut.pdf","265 KB"
"PTCIL","PTC Industries Limited","Press Release","PTC Industries Limited has informed the Exchange regarding a press release dated Jun 02, 2025, titled ""PTC Industries Reports Robust Financial Performance for Q4 & FY25"".","02-Jun-2025 21:03:21","2025-06-02 21:03:21","02-Jun-2025 21:03:22","00:00:01","https://nsearchives.nseindia.com/corporate/PTCINDUSTRIES_02062025210238_20250602_Press_release_exchange.pdf","1.37 MB"
"HOMEFIRST","Home First Finance Company India Limited","Shareholders meeting","Home First Finance Company India Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 25, 2025","02-Jun-2025 21:02:55","2025-06-02 21:02:55","02-Jun-2025 21:02:55","00:00:00","https://nsearchives.nseindia.com/corporate/HOMEFIRST_02062025210219_AGMNoticeStockExchangeUploading.pdf","3.21 MB"
"PTCIL","PTC Industries Limited","Copy of Newspaper Publication","PTC Industries Limited has informed the Exchange about Copy of Newspaper Publication","02-Jun-2025 20:59:29","2025-06-02 20:59:29","02-Jun-2025 20:59:30","00:00:01","https://nsearchives.nseindia.com/corporate/PTCINDUSTRIES_02062025205918_20250602Exchange_Disclosure_of_Newspaper_Result_Q4FY25.pdf","1.85 MB"
"GLAND","Gland Pharma Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Gland Pharma Limited has informed the Exchange about Schedule of meet","02-Jun-2025 20:57:02","2025-06-02 20:57:02","02-Jun-2025 20:57:02","00:00:00","https://nsearchives.nseindia.com/corporate/GLAND_02062025205358_Analyst_Institutional_Investor_Meet_05062025.pdf","106 KB"
"DIGISPICE","DiGiSPICE Technologies Limited","Analysts/Institutional Investor Meet/Con. Call Updates","DiGiSPICE Technologies Limited has informed the Exchange about Link of Recording","02-Jun-2025 20:54:52","2025-06-02 20:54:52","02-Jun-2025 20:54:52","00:00:00","https://nsearchives.nseindia.com/corporate/DIGISPICE_02062025204905_Investorcallrecording02062025s.pdf","220 KB"
"HUBTOWN","Hubtown Limited","Notice Of Shareholders Meetings-XBRL","HUBTOWN LIMITED has informed the Exchange about Notice of Shareholders Meeting for Extra-ordinary Meeting to be held on 27-Jun-2025","02-Jun-2025 20:54:05","2025-06-02 20:54:05","02-Jun-2025 20:54:06","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1462397_02062025085404_WEB.xml","18 KB"
"PSB","Punjab & Sind Bank","Change in Management","Punjab & Sind Bank has informed the Exchange about change in Management","02-Jun-2025 20:50:56","2025-06-02 20:50:56","02-Jun-2025 20:50:58","00:00:02","https://nsearchives.nseindia.com/corporate/PSB_02062025204914_bsense02062025gm.pdf","245 KB"
"SMCGLOBAL","SMC Global Securities Limited","Copy of Newspaper Publication","Smc Global Securities Limited has informed the Exchange about Copy of Newspaper Publication","02-Jun-2025 20:50:49","2025-06-02 20:50:49","02-Jun-2025 20:50:51","00:00:02","https://nsearchives.nseindia.com/corporate/SMCGLOBAL_02062025205036_Newsapaper_AGM_Notice_SMC_Global.pdf","9.21 MB"
"PSB","Punjab & Sind Bank","Change in Director(s)","Punjab & Sind Bank has informed the Exchange regarding Change in Director(s) of the company.","02-Jun-2025 20:48:11","2025-06-02 20:48:11","02-Jun-2025 20:48:12","00:00:01","https://nsearchives.nseindia.com/corporate/PSB_02062025204751_bsense02062025md.pdf","246 KB"
"ASHOKLEY","Ashok Leyland Limited","Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","ASHOK LEYLAND LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","02-Jun-2025 20:47:14","2025-06-02 20:47:14","02-Jun-2025 20:47:16","00:00:02","https://nsearchives.nseindia.com/corporate/xbrl/CIM_57520_1462394_02062025084714_WEB.xml","4 KB"
"21STCENMGM","21st Century Management Services Limited","Updates","21st Century Management Services Limited has informed the Exchange regarding 'OUTCOME OF BOARD MEETING HELD ON 29TH MAY 2025'.","02-Jun-2025 20:46:30","2025-06-02 20:46:30","02-Jun-2025 20:46:31","00:00:01","https://nsearchives.nseindia.com/corporate/21STCENMGM_02062025204620_21STCENMGMOUTCOMEOFBMHELDON29052025.pdf","7.52 MB"
"JAGSNPHARM","Jagsonpal Pharmaceuticals Limited","Address Change","Jagsonpal Pharmaceuticals Limited has informed the Exchange regarding change in Registered Office of the company.","02-Jun-2025 20:43:54","2025-06-02 20:43:54","02-Jun-2025 20:43:55","00:00:01","https://nsearchives.nseindia.com/corporate/JAGSNPHARM_02062025204202_SE_Intimation_for_Shifting_of_Registered_office.pdf","637 KB"
"21STCENMGM","21st Century Management Services Limited","Updates","21st Century Management Services Limited has informed the Exchange regarding ''.","02-Jun-2025 20:42:45","2025-06-02 20:42:45","02-Jun-2025 20:42:46","00:00:01","https://nsearchives.nseindia.com/corporate/21STCENMGM_02062025204130_21STCENMGMPUBFINRESULTSON31052025.pdf","2.65 MB"
"CASTROLIND","Castrol India Limited","Copy of Newspaper Publication","Castrol India Limited has informed the Exchange about Copy of Newspaper Publication","02-Jun-2025 20:33:29","2025-06-02 20:33:29","02-Jun-2025 20:33:31","00:00:02","https://nsearchives.nseindia.com/corporate/CASTROLINDIA_02062025203317_SE_NewspaperAd_InterimDiv_2018.pdf","2.35 MB"
"DCBBANK","DCB Bank Limited","Analysts/Institutional Investor Meet/Con. Call Updates","DCB Bank Limited has informed the Exchange about investor meeting","02-Jun-2025 20:26:48","2025-06-02 20:26:48","02-Jun-2025 20:26:49","00:00:01","https://nsearchives.nseindia.com/corporate/ujwal727_02062025202614_BSENSEIntimationOfInvestorMeetingSunidhiSecuritiesFinanceLtd02062025.pdf","876 KB"
"SYNGENE","Syngene International Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Syngene International Limited has informed the Exchange about Schedule of meet","02-Jun-2025 20:25:55","2025-06-02 20:25:55","02-Jun-2025 20:25:55","00:00:00","https://nsearchives.nseindia.com/corporate/SYNGENE3_02062025202512_Investorcallintimation06062025_sd.pdf","547 KB"
"LLOYDSME","Lloyds Metals And Energy Limited","Shareholders meeting","Outcome of the 48th Annual General Meeting of the Members of the Company held on Monday, 2nd June, 2025","02-Jun-2025 20:23:58","2025-06-02 20:23:58","02-Jun-2025 20:23:58","00:00:00","https://nsearchives.nseindia.com/corporate/LLOYDSME_02062025202319_20250602_Outcome_for_AGM.pdf","1.02 MB"
"EMCURE","Emcure Pharmaceuticals Limited","Acquisition-XBRL","Emcure Pharmaceuticals Limited has informed the Exchange regarding Acquisition","02-Jun-2025 20:22:12","2025-06-02 20:22:12","02-Jun-2025 20:22:13","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1462389_02062025082211_WEB.xml","7 KB"
"BELRISE","Belrise Industries Limited","General Updates","Belrise Industries Limited has informed the Exchange about General Updates","02-Jun-2025 20:20:24","2025-06-02 20:20:24","02-Jun-2025 20:20:26","00:00:02","https://nsearchives.nseindia.com/corporate/BELRISE_02062025202012_BELRISE_Intimation_of_Dissolution_of_IPO_Committee.pdf","510 KB"
"RPGLIFE","RPG Life Sciences Limited","Investor Presentation","RPG Life Sciences Limited has informed the Exchange about Investor Presentation","02-Jun-2025 20:18:30","2025-06-02 20:18:30","02-Jun-2025 20:18:31","00:00:01","https://nsearchives.nseindia.com/corporate/RPGLIFE_02062025201700_Investor_Presentation_Cover_Letter__2_.pdf","1.03 MB"
"MITCON","MITCON Consultancy & Engineering Services Limited","Suspension of Trading","Members of the Exchange are hereby informed that the trading in the partly paid-up equity shares (Series: E1, ISIN: IN9828O01015) of MITCON Consultancy & Engineering Services Limited shall be suspended w.e.f. June 13, 2025 (i.e., closing hours of trading on June 12, 2025) on account of first & final call.","02-Jun-2025 20:15:43","2025-06-02 20:15:43","02-Jun-2025 20:15:44","00:00:01","-","-"
"EMCURE","Emcure Pharmaceuticals Limited","Acquisition","Emcure Pharmaceuticals Limited has informed the Exchange about Acquisition","02-Jun-2025 20:14:52","2025-06-02 20:14:52","02-Jun-2025 20:14:53","00:00:01","https://nsearchives.nseindia.com/corporate/EMCURE_02062025201430_EPLIntimationunderRegulation30AcquisitionGujarat.pdf","433 KB"
"UCOBANK","UCO Bank","Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","UCO BANK has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","02-Jun-2025 20:10:33","2025-06-02 20:10:33","02-Jun-2025 20:10:34","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/CIM_57519_1462386_02062025081032_WEB.xml","3 KB"
"WOCKPHARMA","Wockhardt Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Wockhardt Limited has informed the Exchange that Pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015,  the Company will hold an Investor meet/call on Thursday, 5th June, 2025 at 11:00 hrs IST through VC and in-person as detailed in the enclosed invite. The meeting/call will be initiated with a presentation by Dr. Murtaza Khorakiwala, Managing Director and will be followed by a Q&A Session in presence of Dr. Habil Khorakiwala, Chairman.","02-Jun-2025 20:05:42","2025-06-02 20:05:42","02-Jun-2025 20:05:43","00:00:01","https://nsearchives.nseindia.com/corporate/WOCKPHARMA_02062025200522_Investorcallsigned.pdf","1.44 MB"
"UCOBANK","UCO Bank","Appointment","UCO Bank has informed the Exchange regarding Appointment of  Mr Sumit Khandelwal as Chief Financial Officer of the bank w.e.f. Jun 02, 2025.","02-Jun-2025 20:04:36","2025-06-02 20:04:36","02-Jun-2025 20:04:37","00:00:01","https://nsearchives.nseindia.com/corporate/UCOBANK_02062025200426_NSEBSECFO-02062025.pdf","236 KB"
"SYNGENE","Syngene International Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Syngene International Limited has informed the Exchange about Schedule of meet","02-Jun-2025 19:59:37","2025-06-02 19:59:37","02-Jun-2025 19:59:37","00:00:00","https://nsearchives.nseindia.com/corporate/SYNGENE3_02062025195826_Investorcallintimation05062025_sd.pdf","548 KB"
"AGARWALEYE","Dr. Agarwal's Health Care Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Dr. Agarwal's Health Care Limited has informed the Exchange about Transcript","02-Jun-2025 19:57:55","2025-06-02 19:57:55","02-Jun-2025 19:57:56","00:00:01","https://nsearchives.nseindia.com/corporate/DRAGARWALS_02062025195719_TranscriptQ4.pdf","2.69 MB"
"UBL","United Breweries Limited","Updates","United Breweries Limited has informed the Exchange regarding 'Closure of Mangalore Brewery/Unit'.","02-Jun-2025 19:57:50","2025-06-02 19:57:50","02-Jun-2025 19:57:51","00:00:01","https://nsearchives.nseindia.com/corporate/UBLSJR_02062025195715_DisclosureMangaloreBrewery02062025.pdf","215 KB"
"GEPIL","GE Power India Limited","Updates","GE Power India Limited has informed the Exchange regarding 'Clarification on record date'.","02-Jun-2025 19:55:13","2025-06-02 19:55:13","02-Jun-2025 19:55:14","00:00:01","https://nsearchives.nseindia.com/corporate/GEPILDEE_02062025195429_Recorddate_clarification.pdf","44 KB"
"RELINFRA","Reliance Infrastructure Limited","General Updates","Reliance Infrastructure Limited has informed the Exchange about Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015","02-Jun-2025 19:52:45","2025-06-02 19:52:45","02-Jun-2025 19:52:46","00:00:01","https://nsearchives.nseindia.com/corporate/RELINFRA_02062025195226_SEDisclosureIDBIVsRInfraNCLTOrder.pdf","196 KB"
"SASTASUNDR","Sastasundar Ventures Limited","Investor Presentation","Sastasundar Ventures Limited has informed the Exchange about Investor Presentation","02-Jun-2025 19:50:18","2025-06-02 19:50:18","02-Jun-2025 19:50:20","00:00:02","https://nsearchives.nseindia.com/corporate/SASTASUNDR_02062025194402_SVLInvestorPresentationQ4FY25sign.pdf","2.45 MB"
"KEC","KEC International Limited","Analysts/Institutional Investor Meet/Con. Call Updates","In continuation to our letter dated May 29, 2025, and pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith the presentation to be made by the Company during the RPG Annual Investor Conference 2025 scheduled to be held on June 03, 2025.","02-Jun-2025 19:44:57","2025-06-02 19:44:57","02-Jun-2025 19:44:58","00:00:01","https://nsearchives.nseindia.com/corporate/KEC_02062025194428_SEIntimationInvestorppt.pdf","4.96 MB"
"CGPOWER","CG Power and Industrial Solutions Limited","Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent","02-Jun-2025 19:44:41","2025-06-02 19:44:41","02-Jun-2025 19:44:43","00:00:02","https://nsearchives.nseindia.com/corporate/xbrl/CIM_57517_1462383_02062025074441_WEB.xml","5 KB"
"METROPOLIS","Metropolis Healthcare Limited","General Updates","Metropolis Healthcare Limited has informed the Exchange about cancellation of Analyst/Institutional Investors Meeting scheduled on June 03, 2025","02-Jun-2025 19:43:52","2025-06-02 19:43:52","02-Jun-2025 19:43:53","00:00:01","https://nsearchives.nseindia.com/corporate/METROPOLIS_02062025193640_Cover_Letter_Cancellation_Investor_Meet_June_03_2025_sd.pdf","327 KB"
"THELEELA","Schloss Bangalore Limited","Updates","Pursuant to Regulation 8(2) of the SEBI (Prohibition of Insider Trading) Regulations, 2015 ( SEBI PIT Regulations ), please find enclosed herewith the Code of Practices and Procedures for Fair Disclosure of Unpublished Price Sensitive Information framed under Regulation 8(1) of SEBI PIT Regulations.","02-Jun-2025 19:43:11","2025-06-02 19:43:11","02-Jun-2025 19:43:12","00:00:01","https://nsearchives.nseindia.com/corporate/THELEELA_02062025194138_IntimationRegulation8_2_.pdf","1.11 MB"
"PERSISTENT","Persistent Systems Limited","Copy of Newspaper Publication","Persistent Systems Limited has informed the Exchange about Copy of Newspaper Publication","02-Jun-2025 19:42:09","2025-06-02 19:42:09","02-Jun-2025 19:42:10","00:00:01","https://nsearchives.nseindia.com/corporate/PERSISTENTUSER1_02062025194203_PSLSubmissionofNewspaperclippingsigned.pdf","3.76 MB"
"EIMCOELECO","Eimco Elecon (India) Limited","Notice Of Shareholders Meetings-XBRL","EIMCO ELECON (INDIA) LIMITED has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 25-Jun-2025","02-Jun-2025 19:31:54","2025-06-02 19:31:54","02-Jun-2025 19:31:56","00:00:02","https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1462380_02062025073154_WEB.xml","25 KB"
"MARUTI","Maruti Suzuki India Limited","General Updates","Maruti Suzuki India Limited has informed the Exchange about Maruti Suzuki Production volume: May 2025","02-Jun-2025 19:31:34","2025-06-02 19:31:34","02-Jun-2025 19:31:35","00:00:01","https://nsearchives.nseindia.com/corporate/MARUTIASHISH_02062025192851_ProductionIntimation_May2025.pdf","307 KB"
"BIOCON","Biocon Limited","General Updates","Biocon Limited has informed the Exchange about Press Release","02-Jun-2025 19:30:32","2025-06-02 19:30:32","02-Jun-2025 19:30:33","00:00:01","https://nsearchives.nseindia.com/corporate/Biocon2_02062025193002_SEIntimation02062025.pdf","404 KB"
"INOXWIND","Inox Wind Limited","Shareholders meeting","Inox Wind Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.","02-Jun-2025 19:28:57","2025-06-02 19:28:57","02-Jun-2025 19:28:57","00:00:00","https://nsearchives.nseindia.com/corporate/INOXWIND_02062025192829_OTL_Outcome_PB02062025.pdf","2.56 MB"
"VOLTAS","Voltas Limited","General Updates","Voltas Limited has informed the Exchange about Communication to Shareholders for deduction of Tax on Dividend","02-Jun-2025 19:28:35","2025-06-02 19:28:35","02-Jun-2025 19:28:36","00:00:01","https://nsearchives.nseindia.com/corporate/VOLTAS_RB_02062025192652_Coveringandannexures.pdf","3.21 MB"
"GUFICBIO","Gufic Biosciences Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Gufic Biosciences Limited has informed the Exchange about Link of Recording","02-Jun-2025 19:25:51","2025-06-02 19:25:51","02-Jun-2025 19:25:53","00:00:02","https://nsearchives.nseindia.com/corporate/GUFIC_02062025192518_finalintimationaudiorecording.pdf","271 KB"
"GANECOS","Ganesha Ecosphere Limited","Corrigendum","Ganesha Ecosphere Limited has informed the Exchange regarding Corrigendum to Audited Standalone and Consolidated Financial Results for the Quarter and Year ended March 31, 2025.","02-Jun-2025 19:25:35","2025-06-02 19:25:35","02-Jun-2025 19:25:36","00:00:01","https://nsearchives.nseindia.com/corporate/GANECOS_02062025192503_intimation_corrigendum.pdf","7.01 MB"
"MANINDS","Man Industries (India) Limited","Press Release","Man Industries (India) Limited has informed the Exchange regarding a press release dated Jun 02, 2025, titled ""Press Release / Media Release in respect of Fund Raising of &#8377;300 Crores through Preferential Issue."".","02-Jun-2025 19:25:23","2025-06-02 19:25:23","02-Jun-2025 19:25:25","00:00:02","https://nsearchives.nseindia.com/corporate/MANINDS_02062025192516_MIIL_Intimation_to_SE_Press_Release_02062025.pdf","351 KB"
"APCOTEXIND","Apcotex Industries Limited","Notice Of Shareholders Meetings-XBRL","APCOTEX INDUSTRIES LIMITED has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 26-Jun-2025","02-Jun-2025 19:25:10","2025-06-02 19:25:10","02-Jun-2025 19:25:11","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1462371_02062025072510_WEB.xml","21 KB"
"DIXON","Dixon Technologies (India) Limited","Notice Of Shareholders Meetings-XBRL","Dixon Technologies (India) Limited has informed the Exchange about Notice of Shareholders Meeting for Postal Ballot","02-Jun-2025 19:22:50","2025-06-02 19:22:50","02-Jun-2025 19:22:51","00:00:01","https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1462368_02062025072249_WEB.xml","4 KB"
