Date,Code,Name,Open,High,Low,Close,Volume,Turnover
2025-03-27,935688,NABARD-7.29%-23-3-26-NCDS,1010.0,1010.0,1009.0,1009.66,563,568530.0
2025-03-28,935688,NABARD-7.29%-23-3-26-NCDS,1007.5,1010.0,1007.5,1009.83,275,277490.0
2025-04-01,935688,NABARD-7.29%-23-3-26-NCDS,1011.22,1011.22,1010.0,1011.22,157,158745.0
2025-04-02,935688,NABARD-7.29%-23-3-26-NCDS,1064.0,1064.0,1010.0,1010.0,261,263884.0
2025-04-04,935688,NABARD-7.29%-23-3-26-NCDS,1010.0,1060.99,1010.0,1060.99,2,2070.0
2025-04-08,935688,NABARD-7.29%-23-3-26-NCDS,1011.29,1012.05,1008.0,1010.0,288,291241.0
2025-04-09,935688,NABARD-7.29%-23-3-26-NCDS,1008.01,1008.01,1008.01,1008.01,30,30240.0
2025-04-15,935688,NABARD-7.29%-23-3-26-NCDS,1010.0,1010.0,1008.01,1008.01,100,100806.0
2025-04-22,935688,NABARD-7.29%-23-3-26-NCDS,1008.1,1008.1,1008.1,1008.1,5,5040.0
2025-04-23,935688,NABARD-7.29%-23-3-26-NCDS,1009.05,1009.05,1009.05,1009.05,10,10090.0
2025-04-28,935688,NABARD-7.29%-23-3-26-NCDS,1030.0,1030.0,1026.0,1029.74,9,9253.0
2025-04-29,935688,NABARD-7.29%-23-3-26-NCDS,1028.5,1028.5,1025.99,1025.99,22,22600.0
2025-05-02,935688,NABARD-7.29%-23-3-26-NCDS,1024.99,1024.99,1024.99,1024.99,2,2049.0
2025-05-05,935688,NABARD-7.29%-23-3-26-NCDS,1018.0,1018.0,1017.0,1018.0,465,473067.0
2025-05-06,935688,NABARD-7.29%-23-3-26-NCDS,1018.0,1018.0,1018.0,1018.0,100,101800.0
2025-05-07,935688,NABARD-7.29%-23-3-26-NCDS,1020.45,1020.45,1020.45,1020.45,5,5102.0
2025-05-08,935688,NABARD-7.29%-23-3-26-NCDS,1020.0,1020.0,1020.0,1020.0,4,4080.0
2025-05-09,935688,NABARD-7.29%-23-3-26-NCDS,1059.0,1059.0,1006.01,1025.01,58,58602.0
2025-05-15,935688,NABARD-7.29%-23-3-26-NCDS,1005.45,1005.45,1005.45,1005.45,48,48261.0
2025-05-16,935688,NABARD-7.29%-23-3-26-NCDS,1022.1,1022.1,1022.1,1022.1,25,25552.0
2025-05-19,935688,NABARD-7.29%-23-3-26-NCDS,1020.0,1020.0,1020.0,1020.0,3,3060.0
2025-05-20,935688,NABARD-7.29%-23-3-26-NCDS,1020.0,1022.4,1020.0,1022.4,30,30612.0
2025-05-21,935688,NABARD-7.29%-23-3-26-NCDS,1022.55,1022.55,1022.55,1022.55,3,3067.0
2025-05-22,935688,NABARD-7.29%-23-3-26-NCDS,1022.7,1022.7,1022.7,1022.7,35,35794.0
2025-05-23,935688,NABARD-7.29%-23-3-26-NCDS,1021.13,1023.15,1021.13,1023.15,55,56263.0
2025-05-26,935688,NABARD-7.29%-23-3-26-NCDS,1023.3,1023.3,1023.3,1023.3,5,5116.0
2025-05-27,935688,NABARD-7.29%-23-3-26-NCDS,1023.3,1023.3,1021.45,1021.45,70,71575.0
2025-05-28,935688,NABARD-7.29%-23-3-26-NCDS,1021.65,1021.65,1021.6,1021.6,8,8172.0
2025-05-29,935688,NABARD-7.29%-23-3-26-NCDS,1021.77,1021.77,1020.0,1020.0,9,9188.0
2025-05-30,935688,NABARD-7.29%-23-3-26-NCDS,1022.23,1022.23,1018.0,1018.0,61,62158.0
2025-06-02,935688,NABARD-7.29%-23-3-26-NCDS,1018.0,1018.0,1010.0,1016.41,623,632014.0
2025-06-03,935688,NABARD-7.29%-23-3-26-NCDS,1022.54,1024.5,1021.0,1024.5,33,33718.0
2025-06-04,935688,NABARD-7.29%-23-3-26-NCDS,1022.7,1022.7,1022.7,1022.7,41,41930.0
2025-06-05,935688,NABARD-7.29%-23-3-26-NCDS,1024.0,1024.81,1024.0,1024.81,13,13316.0
2025-06-06,935688,NABARD-7.29%-23-3-26-NCDS,1025.25,1025.25,1025.25,1025.25,37,37934.0
2025-06-09,935688,NABARD-7.29%-23-3-26-NCDS,1025.41,1028.5,1025.41,1028.5,100,102834.0
2025-06-10,935688,NABARD-7.29%-23-3-26-NCDS,1011.31,1025.41,1011.31,1025.41,205,207389.0
2025-06-12,935688,NABARD-7.29%-23-3-26-NCDS,1043.99,1043.99,1043.99,1043.99,10,10439.0
2025-06-13,935688,NABARD-7.29%-23-3-26-NCDS,1016.01,1016.01,1016.01,1016.01,1,1016.0
2025-06-17,935688,NABARD-7.29%-23-3-26-NCDS,1026.61,1026.61,1026.61,1026.61,5,5133.0
2025-06-19,935688,NABARD-7.29%-23-3-26-NCDS,1016.01,1016.01,1016.01,1016.01,5,5080.0
2025-06-20,935688,NABARD-7.29%-23-3-26-NCDS,1016.0,1016.0,1016.0,1016.0,10,10160.0
2025-06-24,935688,NABARD-7.29%-23-3-26-NCDS,1025.84,1025.84,1025.84,1025.84,5,5129.0
2025-06-25,935688,NABARD-7.29%-23-3-26-NCDS,1026.0,1027.82,1016.11,1016.11,315,323100.0
