Date,Code,Name,Open,High,Low,Close,Volume,Turnover
2025-03-27,531744,GINI SILK MILLS LTD.,91.0,91.0,83.0,84.24,1203,101237.0
2025-03-28,531744,GINI SILK MILLS LTD.,84.24,88.99,82.95,83.01,622,51642.0
2025-04-01,531744,GINI SILK MILLS LTD.,83.0,98.0,83.0,86.68,7171,669517.0
2025-04-02,531744,GINI SILK MILLS LTD.,94.99,94.99,86.01,91.95,1180,108575.0
2025-04-03,531744,GINI SILK MILLS LTD.,94.0,94.0,90.0,92.89,565,52199.0
2025-04-04,531744,GINI SILK MILLS LTD.,93.85,109.8,87.0,100.51,2792,284878.0
2025-04-07,531744,GINI SILK MILLS LTD.,84.45,99.0,84.0,93.98,219,19937.0
2025-04-08,531744,GINI SILK MILLS LTD.,93.06,103.9,90.25,90.5,2433,228341.0
2025-04-09,531744,GINI SILK MILLS LTD.,89.59,98.94,85.0,90.84,1156,99593.0
2025-04-11,531744,GINI SILK MILLS LTD.,88.2,95.99,88.2,88.83,113,10045.0
2025-04-15,531744,GINI SILK MILLS LTD.,85.05,98.0,85.05,90.3,405,36222.0
2025-04-16,531744,GINI SILK MILLS LTD.,90.45,98.0,87.01,90.6,668,60516.0
2025-04-17,531744,GINI SILK MILLS LTD.,88.79,95.0,88.79,91.65,612,57615.0
2025-04-21,531744,GINI SILK MILLS LTD.,85.61,91.98,85.61,88.23,1914,168508.0
2025-04-22,531744,GINI SILK MILLS LTD.,88.74,104.8,88.7,92.97,14256,1389398.0
2025-04-23,531744,GINI SILK MILLS LTD.,92.0,99.0,90.0,94.33,1444,134897.0
2025-04-24,531744,GINI SILK MILLS LTD.,91.0,93.7,90.01,91.32,223,20229.0
2025-04-25,531744,GINI SILK MILLS LTD.,105.99,105.99,90.26,91.48,1876,188869.0
2025-04-28,531744,GINI SILK MILLS LTD.,91.48,95.0,87.1,89.95,765,69450.0
2025-04-29,531744,GINI SILK MILLS LTD.,86.01,90.32,86.01,87.77,492,43241.0
2025-04-30,531744,GINI SILK MILLS LTD.,96.97,96.97,86.02,92.94,1046,96483.0
2025-05-02,531744,GINI SILK MILLS LTD.,96.45,96.45,95.03,95.9,532,50820.0
2025-05-05,531744,GINI SILK MILLS LTD.,96.85,96.85,90.11,91.45,493,45543.0
2025-05-06,531744,GINI SILK MILLS LTD.,97.0,97.99,91.1,96.4,249,23766.0
2025-05-07,531744,GINI SILK MILLS LTD.,84.05,104.5,84.05,100.01,3794,381634.0
2025-05-08,531744,GINI SILK MILLS LTD.,100.01,100.01,91.4,93.14,1059,100512.0
2025-05-09,531744,GINI SILK MILLS LTD.,97.7,97.7,97.7,97.7,2,195.0
2025-05-12,531744,GINI SILK MILLS LTD.,90.1,98.98,90.1,93.51,1051,102279.0
2025-05-13,531744,GINI SILK MILLS LTD.,93.51,101.9,91.0,91.14,2768,254773.0
2025-05-14,531744,GINI SILK MILLS LTD.,98.0,98.0,92.37,93.03,2625,250845.0
2025-05-15,531744,GINI SILK MILLS LTD.,94.99,94.99,90.55,92.99,2577,239293.0
