Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-13 00:00:00+05:30,8.4399995803833,8.630000114440918,8.100000381469727,8.40999984741211,77234,0.0,0.0
2025-03-17 00:00:00+05:30,8.779999732971191,8.779999732971191,8.229999542236328,8.390000343322754,63058,0.0,0.0
2025-03-18 00:00:00+05:30,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,0,0.0,0.0
2025-03-19 00:00:00+05:30,8.180000305175781,8.600000381469727,8.180000305175781,8.420000076293945,90059,0.0,0.0
2025-03-20 00:00:00+05:30,8.5600004196167,8.890000343322754,8.430000305175781,8.789999961853027,167588,0.0,0.0
2025-03-21 00:00:00+05:30,8.880000114440918,9.140000343322754,8.84000015258789,9.100000381469728,155927,0.0,0.0
2025-03-24 00:00:00+05:30,9.109999656677246,9.289999961853027,8.800000190734863,8.84000015258789,188179,0.0,0.0
2025-03-25 00:00:00+05:30,8.789999961853027,8.920000076293945,8.109999656677246,8.619999885559082,128727,0.0,0.0
2025-03-26 00:00:00+05:30,8.720000267028809,9.09000015258789,8.300000190734863,8.369999885559082,122852,0.0,0.0
2025-03-27 00:00:00+05:30,8.430000305175781,8.449999809265137,8.100000381469727,8.220000267028809,195144,0.0,0.0
2025-03-28 00:00:00+05:30,8.25,8.75,8.100000381469727,8.260000228881836,298224,0.0,0.0
2025-04-01 00:00:00+05:30,8.699999809265137,8.739999771118164,8.170000076293945,8.210000038146973,126214,0.0,0.0
2025-04-02 00:00:00+05:30,8.4399995803833,8.460000038146973,8.25,8.40999984741211,82456,0.0,0.0
2025-04-03 00:00:00+05:30,8.529999732971191,8.649999618530273,8.180000305175781,8.420000076293945,132496,0.0,0.0
2025-04-04 00:00:00+05:30,8.300000190734863,8.489999771118164,8.300000190734863,8.359999656677246,59961,0.0,0.0
2025-04-07 00:00:00+05:30,8.199999809265137,8.359999656677246,7.269999980926514,8.069999694824219,154153,0.0,0.0
2025-04-08 00:00:00+05:30,8.229999542236328,8.4399995803833,7.949999809265137,8.020000457763672,118120,0.0,0.0
2025-04-09 00:00:00+05:30,8.069999694824219,8.380000114440918,7.900000095367432,8.229999542236328,96392,0.0,0.0
2025-04-11 00:00:00+05:30,8.489999771118164,8.489999771118164,8.199999809265137,8.25,121743,0.0,0.0
2025-04-15 00:00:00+05:30,8.350000381469727,8.5,8.289999961853027,8.34000015258789,118547,0.0,0.0
2025-04-16 00:00:00+05:30,8.229999542236328,8.460000038146973,8.229999542236328,8.300000190734863,80963,0.0,0.0
2025-04-17 00:00:00+05:30,8.479999542236328,8.5,8.260000228881836,8.380000114440918,64251,0.0,0.0
2025-04-21 00:00:00+05:30,8.5600004196167,8.600000381469727,8.449999809265137,8.510000228881836,92423,0.0,0.0
2025-04-22 00:00:00+05:30,8.520000457763672,9.039999961853027,8.520000457763672,8.710000038146973,216094,0.0,0.0
2025-04-23 00:00:00+05:30,8.890000343322754,8.890000343322754,8.569999694824219,8.649999618530273,177004,0.0,0.0
2025-04-24 00:00:00+05:30,8.609999656677246,8.760000228881836,8.5600004196167,8.600000381469727,104977,0.0,0.0
2025-04-25 00:00:00+05:30,8.779999732971191,8.779999732971191,7.949999809265137,8.15999984741211,102216,0.0,0.0
2025-04-28 00:00:00+05:30,8.09000015258789,9.170000076293944,8.09000015258789,8.510000228881836,541417,0.0,0.0
2025-04-29 00:00:00+05:30,8.649999618530273,8.699999809265137,8.329999923706055,8.420000076293945,84334,0.0,0.0
2025-04-30 00:00:00+05:30,8.25,8.75,8.069999694824219,8.180000305175781,314098,0.0,0.0
2025-05-02 00:00:00+05:30,8.34000015258789,8.420000076293945,8.140000343322754,8.3100004196167,85354,0.0,0.0
2025-05-05 00:00:00+05:30,8.3100004196167,8.5,8.100000381469727,8.170000076293945,157330,0.0,0.0
2025-05-06 00:00:00+05:30,8.170000076293945,8.420000076293945,8.010000228881836,8.09000015258789,110119,0.0,0.0
2025-05-07 00:00:00+05:30,8.039999961853027,8.149999618530273,7.949999809265137,8.010000228881836,88402,0.0,0.0
2025-05-08 00:00:00+05:30,8.100000381469727,8.289999961853027,7.699999809265137,7.929999828338623,114587,0.0,0.0
2025-05-09 00:00:00+05:30,7.659999847412109,7.960000038146973,7.25,7.849999904632568,120268,0.0,0.0
2025-05-12 00:00:00+05:30,8.09000015258789,8.479999542236328,8.09000015258789,8.199999809265137,133007,0.0,0.0
2025-05-13 00:00:00+05:30,8.300000190734863,8.34000015258789,8.140000343322754,8.229999542236328,93444,0.0,0.0
2025-05-14 00:00:00+05:30,8.390000343322754,8.399999618530273,8.289999961853027,8.350000381469727,93487,0.0,0.0
2025-05-15 00:00:00+05:30,8.449999809265137,8.649999618530273,8.199999809265137,8.4399995803833,208542,0.0,0.0
2025-05-16 00:00:00+05:30,8.609999656677246,8.649999618530273,8.109999656677246,8.319999694824219,143207,0.0,0.0
2025-05-19 00:00:00+05:30,8.40999984741211,9.0,8.399999618530273,8.770000457763672,201606,0.0,0.0
2025-05-20 00:00:00+05:30,8.890000343322754,8.890000343322754,8.539999961853027,8.649999618530273,116743,0.0,0.0
2025-05-21 00:00:00+05:30,8.6899995803833,8.890000343322754,8.100000381469727,8.630000114440918,143286,0.0,0.0
2025-05-22 00:00:00+05:30,8.649999618530273,8.65999984741211,8.130000114440918,8.319999694824219,196785,0.0,0.0
2025-05-23 00:00:00+05:30,8.680000305175781,8.680000305175781,8.329999923706055,8.390000343322754,116917,0.0,0.0
2025-05-26 00:00:00+05:30,8.479999542236328,8.479999542236328,8.34000015258789,8.380000114440918,63719,0.0,0.0
2025-05-27 00:00:00+05:30,8.460000038146973,9.140000343322754,8.210000038146973,8.329999923706055,70066,0.0,0.0
2025-05-28 00:00:00+05:30,8.300000190734863,8.460000038146973,8.300000190734863,8.359999656677246,73932,0.0,0.0
2025-05-29 00:00:00+05:30,8.260000228881836,8.390000343322754,8.260000228881836,8.289999961853027,120166,0.0,0.0
2025-05-30 00:00:00+05:30,8.359999656677246,8.390000343322754,8.220000267028809,8.25,87400,0.0,0.0
2025-06-02 00:00:00+05:30,8.220000267028809,8.34000015258789,8.220000267028809,8.3100004196167,59800,0.0,0.0
2025-06-03 00:00:00+05:30,8.25,8.430000305175781,8.199999809265137,8.260000228881836,64664,0.0,0.0
2025-06-04 00:00:00+05:30,8.210000038146973,8.4399995803833,8.1899995803833,8.380000114440918,87299,0.0,0.0
2025-06-05 00:00:00+05:30,8.539999961853027,8.539999961853027,8.220000267028809,8.289999961853027,110721,0.0,0.0
2025-06-06 00:00:00+05:30,8.34000015258789,8.420000076293945,8.199999809265137,8.260000228881836,106782,0.0,0.0
2025-06-09 00:00:00+05:30,8.289999961853027,8.430000305175781,8.279999732971191,8.34000015258789,89750,0.0,0.0
2025-06-10 00:00:00+05:30,8.420000076293945,8.4399995803833,8.0600004196167,8.1899995803833,146353,0.0,0.0
2025-06-11 00:00:00+05:30,8.300000190734863,8.399999618530273,8.220000267028809,8.300000190734863,89320,0.0,0.0
2025-06-12 00:00:00+05:30,8.350000381469727,8.380000114440918,8.229999542236328,8.289999961853027,83413,0.0,0.0
2025-06-13 00:00:00+05:30,8.300000190734863,8.300000190734863,8.15999984741211,8.239999771118164,94412,0.0,0.0
2025-06-16 00:00:00+05:30,8.239999771118164,8.25,8.020000457763672,8.109999656677246,90823,0.0,0.0
2025-06-17 00:00:00+05:30,8.119999885559082,8.300000190734863,8.119999885559082,8.239999771118164,13937,0.0,0.0
