Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-13 00:00:00+05:30,13.34000015258789,13.539999961853027,13.100000381469728,13.18000030517578,75602,0.0,0.0
2025-03-17 00:00:00+05:30,13.18000030517578,14.550000190734863,13.18000030517578,14.0600004196167,164562,0.0,0.0
2025-03-18 00:00:00+05:30,14.0600004196167,14.0600004196167,14.0600004196167,14.0600004196167,0,0.0,0.0
2025-03-19 00:00:00+05:30,15.9399995803833,16.290000915527344,15.40999984741211,16.260000228881836,173585,0.0,0.0
2025-03-20 00:00:00+05:30,16.989999771118164,17.139999389648438,15.75,16.940000534057617,177163,0.0,0.0
2025-03-21 00:00:00+05:30,16.940000534057617,17.829999923706055,16.639999389648438,17.510000228881836,250380,0.0,0.0
2025-03-24 00:00:00+05:30,18.63999938964844,18.88999938964844,17.030000686645508,17.309999465942383,192026,0.0,0.0
2025-03-25 00:00:00+05:30,17.989999771118164,18.18000030517578,16.510000228881836,16.520000457763672,63458,0.0,0.0
2025-03-26 00:00:00+05:30,17.59000015258789,17.59000015258789,14.619999885559082,15.029999732971191,123227,0.0,0.0
2025-03-27 00:00:00+05:30,15.800000190734863,15.800000190734863,14.119999885559082,14.4399995803833,82060,0.0,0.0
2025-03-28 00:00:00+05:30,15.329999923706056,15.329999923706056,14.06999969482422,14.279999732971191,119131,0.0,0.0
2025-04-01 00:00:00+05:30,15.399999618530272,15.399999618530272,14.40999984741211,14.949999809265137,93035,0.0,0.0
2025-04-02 00:00:00+05:30,15.199999809265137,15.899999618530272,14.550000190734863,15.6899995803833,90630,0.0,0.0
2025-04-03 00:00:00+05:30,15.84000015258789,15.84000015258789,15.0,15.300000190734863,41698,0.0,0.0
2025-04-04 00:00:00+05:30,15.550000190734863,15.989999771118164,15.010000228881836,15.539999961853027,49536,0.0,0.0
2025-04-07 00:00:00+05:30,15.479999542236328,15.479999542236328,14.199999809265137,15.149999618530272,66758,0.0,0.0
2025-04-08 00:00:00+05:30,15.1899995803833,16.799999237060547,15.0,15.970000267028809,71214,0.0,0.0
2025-04-09 00:00:00+05:30,16.0,16.0,15.100000381469728,15.170000076293944,22440,0.0,0.0
2025-04-11 00:00:00+05:30,15.199999809265137,16.15999984741211,15.199999809265137,15.779999732971191,23739,0.0,0.0
2025-04-15 00:00:00+05:30,15.390000343322754,16.860000610351562,15.390000343322754,16.09000015258789,64922,0.0,0.0
2025-04-16 00:00:00+05:30,16.219999313354492,16.579999923706055,15.829999923706056,16.329999923706055,30325,0.0,0.0
2025-04-17 00:00:00+05:30,16.600000381469727,16.600000381469727,15.5,15.850000381469728,61592,0.0,0.0
2025-04-21 00:00:00+05:30,16.0,16.43000030517578,15.850000381469728,16.040000915527344,30596,0.0,0.0
2025-04-22 00:00:00+05:30,16.299999237060547,16.3799991607666,16.0,16.200000762939453,23055,0.0,0.0
2025-04-23 00:00:00+05:30,16.540000915527344,16.75,15.59000015258789,15.739999771118164,30646,0.0,0.0
2025-04-24 00:00:00+05:30,15.760000228881836,16.239999771118164,15.699999809265137,15.779999732971191,26197,0.0,0.0
2025-04-25 00:00:00+05:30,16.209999084472656,16.350000381469727,15.460000038146973,15.829999923706056,31863,0.0,0.0
2025-04-28 00:00:00+05:30,16.440000534057617,16.440000534057617,15.199999809265137,15.399999618530272,28081,0.0,0.0
2025-04-29 00:00:00+05:30,15.359999656677246,15.93000030517578,15.239999771118164,15.40999984741211,21493,0.0,0.0
2025-04-30 00:00:00+05:30,15.470000267028809,16.040000915527344,14.65999984741211,15.050000190734863,44364,0.0,0.0
2025-05-02 00:00:00+05:30,14.979999542236328,15.229999542236328,14.890000343322754,14.949999809265137,16334,0.0,0.0
2025-05-05 00:00:00+05:30,16.579999923706055,16.579999923706055,14.829999923706056,15.109999656677246,17764,0.0,0.0
2025-05-06 00:00:00+05:30,15.109999656677246,15.109999656677246,14.65999984741211,14.8100004196167,20917,0.0,0.0
2025-05-07 00:00:00+05:30,14.710000038146973,14.800000190734863,14.359999656677246,14.56999969482422,7298,0.0,0.0
2025-05-08 00:00:00+05:30,14.600000381469728,14.890000343322754,14.100000381469728,14.25,7980,0.0,0.0
2025-05-09 00:00:00+05:30,14.100000381469728,14.9399995803833,13.800000190734863,14.15999984741211,47197,0.0,0.0
2025-05-12 00:00:00+05:30,15.149999618530272,15.899999618530272,14.479999542236328,14.970000267028809,55432,0.0,0.0
2025-05-13 00:00:00+05:30,15.079999923706056,15.289999961853027,14.81999969482422,15.0600004196167,17682,0.0,0.0
