Date,Code,Name,Open,High,Low,Close,Volume,Turnover
2025-03-27,544343,CAPITALNUMBERS INFOTECH  LIMIT,163.0,164.0,159.6,160.3,60000,9678100.0
2025-03-28,544343,CAPITALNUMBERS INFOTECH  LIMIT,160.4,162.5,159.9,160.35,58400,9399240.0
2025-04-01,544343,CAPITALNUMBERS INFOTECH  LIMIT,163.0,167.85,162.05,165.5,25600,4222140.0
2025-04-02,544343,CAPITALNUMBERS INFOTECH  LIMIT,166.0,174.1,163.05,171.2,44400,7550180.0
2025-04-03,544343,CAPITALNUMBERS INFOTECH  LIMIT,171.2,172.5,161.0,167.15,64000,10598020.0
2025-04-04,544343,CAPITALNUMBERS INFOTECH  LIMIT,167.15,167.15,163.0,164.6,20800,3438840.0
2025-04-07,544343,CAPITALNUMBERS INFOTECH  LIMIT,149.0,156.85,149.0,153.55,53600,8174020.0
2025-04-08,544343,CAPITALNUMBERS INFOTECH  LIMIT,159.9,159.9,153.0,156.25,24800,3852480.0
2025-04-09,544343,CAPITALNUMBERS INFOTECH  LIMIT,157.0,163.85,156.0,160.6,28400,4526020.0
2025-04-11,544343,CAPITALNUMBERS INFOTECH  LIMIT,165.0,169.0,163.0,164.55,46400,7682820.0
2025-04-15,544343,CAPITALNUMBERS INFOTECH  LIMIT,168.0,184.6,165.1,179.7,100400,18024960.0
2025-04-16,544343,CAPITALNUMBERS INFOTECH  LIMIT,182.0,182.0,171.05,173.7,39600,6948760.0
2025-04-17,544343,CAPITALNUMBERS INFOTECH  LIMIT,171.55,174.0,171.55,172.45,16000,2762380.0
2025-04-21,544343,CAPITALNUMBERS INFOTECH  LIMIT,172.45,177.25,169.1,175.95,30800,5363940.0
2025-04-22,544343,CAPITALNUMBERS INFOTECH  LIMIT,175.0,175.05,168.0,170.8,79600,13675400.0
2025-04-23,544343,CAPITALNUMBERS INFOTECH  LIMIT,174.7,175.9,164.95,169.95,376400,63489740.0
2025-04-24,544343,CAPITALNUMBERS INFOTECH  LIMIT,169.55,173.8,166.0,169.35,58400,9866460.0
2025-04-25,544343,CAPITALNUMBERS INFOTECH  LIMIT,170.0,172.55,166.1,168.1,73600,12464700.0
2025-04-28,544343,CAPITALNUMBERS INFOTECH  LIMIT,170.1,175.65,167.5,172.1,132000,22555940.0
2025-04-29,544343,CAPITALNUMBERS INFOTECH  LIMIT,176.5,189.9,176.5,180.3,178000,32764240.0
2025-04-30,544343,CAPITALNUMBERS INFOTECH  LIMIT,180.45,182.8,170.0,171.45,112400,19768160.0
2025-05-02,544343,CAPITALNUMBERS INFOTECH  LIMIT,174.0,178.0,171.15,172.0,23600,4100120.0
2025-05-05,544343,CAPITALNUMBERS INFOTECH  LIMIT,171.55,185.0,171.0,179.0,97600,17451620.0
2025-05-06,544343,CAPITALNUMBERS INFOTECH  LIMIT,178.1,181.0,170.05,171.75,64000,11211780.0
2025-05-07,544343,CAPITALNUMBERS INFOTECH  LIMIT,170.1,172.05,167.35,169.75,44800,7607080.0
2025-05-08,544343,CAPITALNUMBERS INFOTECH  LIMIT,171.0,171.0,163.1,164.05,94400,15831400.0
2025-05-09,544343,CAPITALNUMBERS INFOTECH  LIMIT,160.0,166.0,157.4,160.85,76400,12263640.0
2025-05-12,544343,CAPITALNUMBERS INFOTECH  LIMIT,169.0,170.0,164.75,168.1,36400,6099800.0
2025-05-13,544343,CAPITALNUMBERS INFOTECH  LIMIT,170.0,179.35,170.0,177.05,116800,20485000.0
2025-05-14,544343,CAPITALNUMBERS INFOTECH  LIMIT,182.0,184.65,141.7,146.5,723200,110069680.0
2025-05-15,544343,CAPITALNUMBERS INFOTECH  LIMIT,150.5,154.0,148.5,150.55,119200,17973440.0
2025-05-16,544343,CAPITALNUMBERS INFOTECH  LIMIT,149.25,151.0,142.0,143.6,138000,20073460.0
2025-05-19,544343,CAPITALNUMBERS INFOTECH  LIMIT,143.7,147.85,142.5,143.55,47600,6858420.0
2025-05-20,544343,CAPITALNUMBERS INFOTECH  LIMIT,143.45,144.75,137.05,143.6,96400,13528220.0
2025-05-21,544343,CAPITALNUMBERS INFOTECH  LIMIT,144.65,144.65,142.2,142.85,28000,4013600.0
2025-05-22,544343,CAPITALNUMBERS INFOTECH  LIMIT,142.5,142.5,136.25,139.9,48400,6763280.0
2025-05-23,544343,CAPITALNUMBERS INFOTECH  LIMIT,142.45,142.85,139.85,140.65,34000,4800140.0
2025-05-26,544343,CAPITALNUMBERS INFOTECH  LIMIT,141.05,141.9,139.05,139.2,38800,5430360.0
2025-05-27,544343,CAPITALNUMBERS INFOTECH  LIMIT,137.2,139.35,137.2,138.95,23200,3202800.0
2025-05-28,544343,CAPITALNUMBERS INFOTECH  LIMIT,139.0,139.0,137.05,138.3,26000,3580520.0
2025-05-29,544343,CAPITALNUMBERS INFOTECH  LIMIT,138.3,140.8,138.05,139.5,18800,2622000.0
2025-05-30,544343,CAPITALNUMBERS INFOTECH  LIMIT,139.5,139.5,135.0,137.1,30000,4108440.0
2025-06-02,544343,CAPITALNUMBERS INFOTECH  LIMIT,139.9,144.9,139.0,139.75,100400,14183700.0
2025-06-03,544343,CAPITALNUMBERS INFOTECH  LIMIT,139.0,141.4,137.15,138.15,42000,5822260.0
2025-06-04,544343,CAPITALNUMBERS INFOTECH  LIMIT,137.65,138.95,136.8,137.6,12000,1652460.0
2025-06-05,544343,CAPITALNUMBERS INFOTECH  LIMIT,137.45,139.2,137.45,137.8,20800,2877760.0
2025-06-06,544343,CAPITALNUMBERS INFOTECH  LIMIT,136.95,139.3,136.15,137.05,34000,4662460.0
2025-06-09,544343,CAPITALNUMBERS INFOTECH  LIMIT,136.6,137.0,133.1,135.35,48800,6611160.0
2025-06-10,544343,CAPITALNUMBERS INFOTECH  LIMIT,136.0,138.5,134.2,135.9,45200,6151280.0
2025-06-11,544343,CAPITALNUMBERS INFOTECH  LIMIT,135.9,140.5,135.9,137.35,44800,6169380.0
2025-06-12,544343,CAPITALNUMBERS INFOTECH  LIMIT,139.6,139.6,136.1,136.55,16000,2196260.0
2025-06-13,544343,CAPITALNUMBERS INFOTECH  LIMIT,133.0,137.7,132.5,136.15,15200,2054180.0
2025-06-16,544343,CAPITALNUMBERS INFOTECH  LIMIT,135.25,136.45,133.1,133.95,24800,3332180.0
