Date,Code,Name,Open,High,Low,Close,Volume,Turnover
2025-03-27,543346,Aashka Hospitals Limited,110.0,110.0,101.0,103.0,20000,2090500.0
2025-03-28,543346,Aashka Hospitals Limited,107.0,107.0,102.0,102.1,4000,414100.0
2025-04-03,543346,Aashka Hospitals Limited,105.0,105.1,102.65,102.65,18000,1885300.0
2025-04-04,543346,Aashka Hospitals Limited,102.6,105.0,102.6,105.0,2000,207600.0
2025-04-09,543346,Aashka Hospitals Limited,100.4,106.9,100.4,102.35,11000,1128150.0
2025-04-11,543346,Aashka Hospitals Limited,101.85,101.85,101.55,101.6,4000,406750.0
2025-04-15,543346,Aashka Hospitals Limited,106.0,106.0,106.0,106.0,1000,106000.0
2025-04-16,543346,Aashka Hospitals Limited,105.9,105.9,105.9,105.9,1000,105900.0
2025-04-22,543346,Aashka Hospitals Limited,100.25,103.95,100.0,103.95,4000,404200.0
2025-04-23,543346,Aashka Hospitals Limited,107.75,107.75,105.0,106.0,4000,426500.0
2025-04-24,543346,Aashka Hospitals Limited,100.05,103.75,100.05,101.75,6000,612150.0
2025-04-25,543346,Aashka Hospitals Limited,105.0,107.0,100.05,103.7,8000,838200.0
2025-04-29,543346,Aashka Hospitals Limited,103.7,103.7,103.7,103.7,1000,103700.0
2025-04-30,543346,Aashka Hospitals Limited,103.05,103.05,103.05,103.05,1000,103050.0
2025-05-06,543346,Aashka Hospitals Limited,98.0,103.0,98.0,100.5,2000,201000.0
2025-05-07,543346,Aashka Hospitals Limited,92.05,99.0,92.05,99.0,8000,752150.0
2025-05-09,543346,Aashka Hospitals Limited,93.5,98.7,93.5,95.95,5000,479650.0
2025-05-12,543346,Aashka Hospitals Limited,104.0,104.0,104.0,104.0,2000,208000.0
2025-05-15,543346,Aashka Hospitals Limited,103.45,103.45,103.45,103.45,1000,103450.0
2025-05-16,543346,Aashka Hospitals Limited,95.25,101.75,95.25,101.75,6000,590250.0
2025-05-19,543346,Aashka Hospitals Limited,95.1,97.0,95.1,97.0,2000,192100.0
2025-05-21,543346,Aashka Hospitals Limited,93.1,96.9,93.1,96.9,2000,190000.0
2025-05-22,543346,Aashka Hospitals Limited,94.5,94.5,94.5,94.5,1000,94500.0
2025-05-27,543346,Aashka Hospitals Limited,94.5,94.5,94.5,94.5,1000,94500.0
2025-05-28,543346,Aashka Hospitals Limited,91.05,98.0,91.0,92.95,8000,743050.0
2025-05-29,543346,Aashka Hospitals Limited,94.9,94.9,91.55,92.05,3000,278500.0
2025-05-30,543346,Aashka Hospitals Limited,97.5,97.5,97.5,97.5,1000,97500.0
2025-06-02,543346,Aashka Hospitals Limited,88.15,99.99,88.15,96.0,9000,848030.0
2025-06-04,543346,Aashka Hospitals Limited,92.7,100.0,92.0,98.84,9000,875490.0
2025-06-05,543346,Aashka Hospitals Limited,99.75,99.75,99.75,99.75,1000,99750.0
2025-06-06,543346,Aashka Hospitals Limited,94.15,102.0,94.1,97.25,7000,677360.0
2025-06-11,543346,Aashka Hospitals Limited,95.0,98.75,95.0,98.75,3000,289050.0
2025-06-17,543346,Aashka Hospitals Limited,97.45,97.45,97.45,97.45,1000,97450.0
2025-06-18,543346,Aashka Hospitals Limited,94.0,97.75,94.0,97.75,3000,285750.0
2025-06-20,543346,Aashka Hospitals Limited,99.95,99.95,92.25,97.7,3000,289900.0
2025-06-24,543346,Aashka Hospitals Limited,90.1,97.65,90.1,97.65,2000,187750.0
2025-06-25,543346,Aashka Hospitals Limited,97.65,97.65,91.31,92.05,12000,1112140.0
2025-06-26,543346,Aashka Hospitals Limited,90.1,97.0,90.1,96.0,11000,1047620.0
