Date,Code,Name,Open,High,Low,Close,Volume,Turnover
2025-03-27,531726,PANCHSHEEL ORGANICS LTD.,143.95,144.45,134.35,135.8,150917,20609035.0
2025-03-28,531726,PANCHSHEEL ORGANICS LTD.,137.0,141.95,133.0,135.15,81786,11109446.0
2025-04-01,531726,PANCHSHEEL ORGANICS LTD.,133.6,142.8,133.6,134.45,43484,5956134.0
2025-04-02,531726,PANCHSHEEL ORGANICS LTD.,135.05,142.95,132.05,141.5,66583,9028185.0
2025-04-03,531726,PANCHSHEEL ORGANICS LTD.,142.75,155.0,140.9,147.15,25741,3873180.0
2025-04-04,531726,PANCHSHEEL ORGANICS LTD.,153.9,153.9,142.0,144.85,6142,888583.0
2025-04-07,531726,PANCHSHEEL ORGANICS LTD.,140.1,143.95,130.2,141.5,8191,1136201.0
2025-04-08,531726,PANCHSHEEL ORGANICS LTD.,153.9,153.9,145.6,147.95,8715,1301676.0
2025-04-09,531726,PANCHSHEEL ORGANICS LTD.,145.1,148.0,144.05,148.0,15020,2219235.0
2025-04-11,531726,PANCHSHEEL ORGANICS LTD.,148.5,152.0,145.2,146.95,4090,608133.0
2025-04-15,531726,PANCHSHEEL ORGANICS LTD.,153.9,153.9,147.25,148.0,4493,668258.0
2025-04-16,531726,PANCHSHEEL ORGANICS LTD.,152.0,152.6,147.7,150.1,16529,2463114.0
2025-04-17,531726,PANCHSHEEL ORGANICS LTD.,150.25,152.9,149.0,150.0,4251,639820.0
2025-04-21,531726,PANCHSHEEL ORGANICS LTD.,150.5,151.0,141.3,147.9,20175,3003666.0
2025-04-22,531726,PANCHSHEEL ORGANICS LTD.,145.0,154.45,145.0,151.45,20748,3127915.0
2025-04-23,531726,PANCHSHEEL ORGANICS LTD.,151.45,154.8,148.55,151.05,5266,794381.0
2025-04-24,531726,PANCHSHEEL ORGANICS LTD.,152.55,152.85,149.05,152.0,9608,1455614.0
2025-04-25,531726,PANCHSHEEL ORGANICS LTD.,153.7,153.7,140.7,145.35,12336,1787680.0
