Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
SAMMAANCAP,Updates,"Sammaan Capital Limited has informed the Exchange regarding 'Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, this is to inform that the Company will participate in the below mentioned conference:Date of Meeting: June 05, 2025 Investor/Event : J.P. Morgan Asia Credit Conference 2025 Type of meeting : One-on-One & Group meetings (with several investors)Place : Singapore",02-Jun-2025 21:21:36,https://nsearchives.nseindia.com/corporate/IHFL_02062025212058_SCL_Investors_meet_Intimation02Jun2025.pdf,0.8126,-0.017742153679653677,-0.007146384567022324,0.3175734385259972,Positive
CRISIL,Appointment,"CRISIL Limited has informed the Exchange regarding Re-Appointment of Ms. Shyamala Gopinath  as Independent Director of the company w.e.f. July 10, 2025.",02-Jun-2025 21:20:14,https://nsearchives.nseindia.com/corporate/CRISIL_02062025211957_SignedBSENSE.pdf,0.8957,0.12380952380952381,0.047946084290742874,0.40980668243008006,Positive
PTCIL,General Updates,PTC Industries Limited has informed the Exchange about Investor Presentation,02-Jun-2025 21:11:13,https://nsearchives.nseindia.com/corporate/PTCINDUSTRIES_02062025211103_20250602_Investor_Presentation_exchange.pdf,0.5574,-0.019047619047619042,-0.031594932079315186,0.20776723466191976,Positive
PROZONER,Updates,"Prozone Realty Limited has informed the Exchange regarding 'Intimation under Regulation 31A of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( Listing Regulations, 2015"") - Submission of application to Stock Exchanges upon receipt of request for Re-classification from  Promoter  Category to  Public  Category.'",02-Jun-2025 21:09:02,https://nsearchives.nseindia.com/corporate/PROZONINTU_02062025210845_PRLIntimation.pdf,0.9371,0.028968253968253966,-0.01401703804731369,0.37932536477628215,Positive
INOXWIND,Shareholders meeting,"Inox Wind Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",02-Jun-2025 21:07:50,https://nsearchives.nseindia.com/corporate/INOXWIND_02062025210732_IWL_Outcome_PB02062025_Revised.pdf,0.8779,-0.029285714285714286,-0.21843145787715912,0.276844848351138,Positive
MANINDS,Outcome of Board Meeting,"Man Industries (India) Limited has informed the Exchange Revision in Annexure B2 of the Outcome of Board Meeting held on May 31, 2025.",02-Jun-2025 21:07:01,https://nsearchives.nseindia.com/corporate/MANINDS_02062025210652_MIIL_Outcome_of_Board_Meeting_02062025.pdf,0.0,0.002007083825265647,0.17636412382125854,0.053511362293957254,Neutral
FEDERALBNK,Analysts/Institutional Investor Meet/Con. Call Updates,The Federal Bank  Limited has informed the Exchange about Schedule of meet,02-Jun-2025 21:04:31,https://nsearchives.nseindia.com/corporate/FEDERALBNK_02062025210415_SE_Intimation_Investor_Meet_02062025_0ut.pdf,0.5719,-0.10476190476190476,-0.041254397481679916,0.18495510932692458,Positive
PTCIL,Press Release,"PTC Industries Limited has informed the Exchange regarding a press release dated Jun 02, 2025, titled ""PTC Industries Reports Robust Financial Performance for Q4 & FY25"".",02-Jun-2025 21:03:21,https://nsearchives.nseindia.com/corporate/PTCINDUSTRIES_02062025210238_20250602_Press_release_exchange.pdf,0.3818,-0.016071428571428563,0.023017238825559616,0.15480374307623931,Positive
HOMEFIRST,Shareholders meeting,"Home First Finance Company India Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 25, 2025",02-Jun-2025 21:02:55,https://nsearchives.nseindia.com/corporate/HOMEFIRST_02062025210219_AGMNoticeStockExchangeUploading.pdf,0.7627,0.0357936507936508,-0.017495129257440567,0.31056955646086304,Positive
PTCIL,Copy of Newspaper Publication,PTC Industries Limited has informed the Exchange about Copy of Newspaper Publication,02-Jun-2025 20:59:29,https://nsearchives.nseindia.com/corporate/PTCINDUSTRIES_02062025205918_20250602Exchange_Disclosure_of_Newspaper_Result_Q4FY25.pdf,-0.5951,-0.05674603174603174,-0.05415898561477661,0.2713115052082425,Negative
GLAND,Analysts/Institutional Investor Meet/Con. Call Updates,Gland Pharma Limited has informed the Exchange about Schedule of meet,02-Jun-2025 20:57:02,https://nsearchives.nseindia.com/corporate/GLAND_02062025205358_Analyst_Institutional_Investor_Meet_05062025.pdf,0.5672,-0.08773809523809521,-0.10078787803649902,0.17032220801762177,Positive
DIGISPICE,Analysts/Institutional Investor Meet/Con. Call Updates,DiGiSPICE Technologies Limited has informed the Exchange about Link of Recording,02-Jun-2025 20:54:52,https://nsearchives.nseindia.com/corporate/DIGISPICE_02062025204905_Investorcallrecording02062025s.pdf,-0.2869,0.01804511278195489,0.04314062371850014,0.0964042790498635,Neutral
PSB,Change in Management,Punjab & Sind Bank has informed the Exchange about change in Management,02-Jun-2025 20:50:56,https://nsearchives.nseindia.com/corporate/PSB_02062025204914_bsense02062025gm.pdf,0.6124,-0.033333333333333326,-0.027638379484415054,0.22666848615467552,Positive
SMCGLOBAL,Copy of Newspaper Publication,Smc Global Securities Limited has informed the Exchange about Copy of Newspaper Publication,02-Jun-2025 20:50:49,https://nsearchives.nseindia.com/corporate/SMCGLOBAL_02062025205036_Newsapaper_AGM_Notice_SMC_Global.pdf,-0.5423,-0.012463924963924953,-0.03035445511341095,0.22976551402320078,Negative
PSB,Change in Director(s),Punjab & Sind Bank has informed the Exchange regarding Change in Director(s) of the company.,02-Jun-2025 20:48:11,https://nsearchives.nseindia.com/corporate/PSB_02062025204751_bsense02062025md.pdf,0.4939,0.025,0.3402342200279236,0.3071302660083771,Positive
21STCENMGM,Updates,21st Century Management Services Limited has informed the Exchange regarding 'OUTCOME OF BOARD MEETING HELD ON 29TH MAY 2025'.,02-Jun-2025 20:46:30,https://nsearchives.nseindia.com/corporate/21STCENMGM_02062025204620_21STCENMGMOUTCOMEOFBMHELDON29052025.pdf,0.8689,-0.04945054945054945,-0.06623847782611847,0.31285329181699967,Positive
JAGSNPHARM,Address Change,Jagsonpal Pharmaceuticals Limited has informed the Exchange regarding change in Registered Office of the company.,02-Jun-2025 20:43:54,https://nsearchives.nseindia.com/corporate/JAGSNPHARM_02062025204202_SE_Intimation_for_Shifting_of_Registered_office.pdf,0.8955,0.044271799628942475,0.07987885177135468,0.39544519542008916,Positive
21STCENMGM,Updates,21st Century Management Services Limited has informed the Exchange regarding ''.,02-Jun-2025 20:42:45,https://nsearchives.nseindia.com/corporate/21STCENMGM_02062025204130_21STCENMGMPUBFINRESULTSON31052025.pdf,0.4939,0.24206349206349204,-0.006083287298679352,0.26835406142944385,Positive
CASTROLIND,Copy of Newspaper Publication,Castrol India Limited has informed the Exchange about Copy of Newspaper Publication,02-Jun-2025 20:33:29,https://nsearchives.nseindia.com/corporate/CASTROLINDIA_02062025203317_SE_NewspaperAd_InterimDiv_2018.pdf,0.6671,-0.06809523809523808,-0.05299516022205353,0.23051288050481253,Positive
DCBBANK,Analysts/Institutional Investor Meet/Con. Call Updates,DCB Bank Limited has informed the Exchange about investor meeting,02-Jun-2025 20:26:48,https://nsearchives.nseindia.com/corporate/ujwal727_02062025202614_BSENSEIntimationOfInvestorMeetingSunidhiSecuritiesFinanceLtd02062025.pdf,0.7845,0.017640692640692648,-0.026851654052734375,0.3110367115763875,Positive
SYNGENE,Analysts/Institutional Investor Meet/Con. Call Updates,Syngene International Limited has informed the Exchange about Schedule of meet,02-Jun-2025 20:25:55,https://nsearchives.nseindia.com/corporate/SYNGENE3_02062025202512_Investorcallintimation06062025_sd.pdf,0.802,0.014652014652014654,-0.04734480381011963,0.3109921632525685,Positive
LLOYDSME,Shareholders meeting,"Outcome of the 48th Annual General Meeting of the Members of the Company held on Monday, 2nd June, 2025",02-Jun-2025 20:23:58,https://nsearchives.nseindia.com/corporate/LLOYDSME_02062025202319_20250602_Outcome_for_AGM.pdf,0.8807,0.04835164835164836,0.020641542971134186,0.37297795739683476,Positive
BELRISE,General Updates,Belrise Industries Limited has informed the Exchange about General Updates,02-Jun-2025 20:20:24,https://nsearchives.nseindia.com/corporate/BELRISE_02062025202012_BELRISE_Intimation_of_Dissolution_of_IPO_Committee.pdf,0.8579,-0.01904761904761905,0.0779155045747757,0.360820365658147,Positive
RPGLIFE,Investor Presentation,RPG Life Sciences Limited has informed the Exchange about Investor Presentation,02-Jun-2025 20:18:30,https://nsearchives.nseindia.com/corporate/RPGLIFE_02062025201700_Investor_Presentation_Cover_Letter__2_.pdf,0.937,0.13928571428571432,-0.10754065960645676,0.3843235164037773,Positive
EMCURE,Acquisition,Emcure Pharmaceuticals Limited has informed the Exchange about Acquisition,02-Jun-2025 20:14:52,https://nsearchives.nseindia.com/corporate/EMCURE_02062025201430_EPLIntimationunderRegulation30AcquisitionGujarat.pdf,-0.2023,-0.09153439153439152,-0.02282915636897087,0.0847709356289913,Neutral
WOCKPHARMA,Analysts/Institutional Investor Meet/Con. Call Updates,"Wockhardt Limited has informed the Exchange that Pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015,  the Company will hold an Investor meet/call on Thursday, 5th June, 2025 at 11:00 hrs IST through VC and in-person as detailed in the enclosed invite. The meeting/call will be initiated with a presentation by Dr. Murtaza Khorakiwala, Managing Director and will be followed by a Q&A Session in presence of Dr. Habil Khorakiwala, Chairman.",02-Jun-2025 20:05:42,https://nsearchives.nseindia.com/corporate/WOCKPHARMA_02062025200522_Investorcallsigned.pdf,0.7964,-0.031216931216931212,0.04255665838718414,0.3219619181510759,Positive
UCOBANK,Appointment,"UCO Bank has informed the Exchange regarding Appointment of  Mr Sumit Khandelwal as Chief Financial Officer of the bank w.e.f. Jun 02, 2025.",02-Jun-2025 20:04:36,https://nsearchives.nseindia.com/corporate/UCOBANK_02062025200426_NSEBSECFO-02062025.pdf,0.7096,-0.03392857142857142,-0.06722009181976318,0.25349540102549967,Positive
SYNGENE,Analysts/Institutional Investor Meet/Con. Call Updates,Syngene International Limited has informed the Exchange about Schedule of meet,02-Jun-2025 19:59:37,https://nsearchives.nseindia.com/corporate/SYNGENE3_02062025195826_Investorcallintimation05062025_sd.pdf,0.2732,0.014652014652014654,-0.04257304593920708,0.10090369061384227,Positive
AGARWALEYE,Analysts/Institutional Investor Meet/Con. Call Updates,Dr. Agarwal's Health Care Limited has informed the Exchange about Transcript,02-Jun-2025 19:57:55,https://nsearchives.nseindia.com/corporate/DRAGARWALS_02062025195719_TranscriptQ4.pdf,0.9812,0.0726984126984127,-0.005233108997344971,0.41271959111032036,Positive
UBL,Updates,United Breweries Limited has informed the Exchange regarding 'Closure of Mangalore Brewery/Unit'.,02-Jun-2025 19:57:50,https://nsearchives.nseindia.com/corporate/UBLSJR_02062025195715_DisclosureMangaloreBrewery02062025.pdf,0.9741,0.2003246753246753,0.49037784337997437,0.5968507556113949,Positive
GEPIL,Updates,GE Power India Limited has informed the Exchange regarding 'Clarification on record date'.,02-Jun-2025 19:55:13,https://nsearchives.nseindia.com/corporate/GEPILDEE_02062025195429_Recorddate_clarification.pdf,-0.5733,-0.03137755102040816,-0.2563765048980713,0.11564621677554382,Negative
RELINFRA,General Updates,"Reliance Infrastructure Limited has informed the Exchange about Disclosure under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",02-Jun-2025 19:52:45,https://nsearchives.nseindia.com/corporate/RELINFRA_02062025195226_SEDisclosureIDBIVsRInfraNCLTOrder.pdf,-0.1779,0.031868131868131866,-0.09337712824344635,0.08961269891259435,Neutral
SASTASUNDR,Investor Presentation,Sastasundar Ventures Limited has informed the Exchange about Investor Presentation,02-Jun-2025 19:50:18,https://nsearchives.nseindia.com/corporate/SASTASUNDR_02062025194402_SVLInvestorPresentationQ4FY25sign.pdf,0.891,-0.0035714285714285613,0.07732921838760376,0.37852733694485263,Positive
KEC,Analysts/Institutional Investor Meet/Con. Call Updates,"In continuation to our letter dated May 29, 2025, and pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith the presentation to be made by the Company during the RPG Annual Investor Conference 2025 scheduled to be held on June 03, 2025.",02-Jun-2025 19:44:57,https://nsearchives.nseindia.com/corporate/KEC_02062025194428_SEIntimationInvestorppt.pdf,0.5406,0.03890977443609023,0.01584789901971817,0.2326673020367425,Positive
METROPOLIS,General Updates,"Metropolis Healthcare Limited has informed the Exchange about cancellation of Analyst/Institutional Investors Meeting scheduled on June 03, 2025",02-Jun-2025 19:43:52,https://nsearchives.nseindia.com/corporate/METROPOLIS_02062025193640_Cover_Letter_Cancellation_Investor_Meet_June_03_2025_sd.pdf,0.5423,0.0005952380952380978,-0.11705413460731506,0.1819823310463769,Positive
THELEELA,Updates,"Pursuant to Regulation 8(2) of the SEBI (Prohibition of Insider Trading) Regulations, 2015 ( SEBI PIT Regulations ), please find enclosed herewith the Code of Practices and Procedures for Fair Disclosure of Unpublished Price Sensitive Information framed under Regulation 8(1) of SEBI PIT Regulations.",02-Jun-2025 19:43:11,https://nsearchives.nseindia.com/corporate/THELEELA_02062025194138_IntimationRegulation8_2_.pdf,0.8949,0.14505494505494507,0.02039521560072899,0.4075950481967023,Positive
PERSISTENT,Copy of Newspaper Publication,Persistent Systems Limited has informed the Exchange about Copy of Newspaper Publication,02-Jun-2025 19:42:09,https://nsearchives.nseindia.com/corporate/PERSISTENTUSER1_02062025194203_PSLSubmissionofNewspaperclippingsigned.pdf,0.7256,-0.010714285714285713,0.03616362437605858,0.29787480159853186,Positive
MARUTI,General Updates,Maruti Suzuki India Limited has informed the Exchange about Maruti Suzuki Production volume: May 2025,02-Jun-2025 19:31:34,https://nsearchives.nseindia.com/corporate/MARUTIASHISH_02062025192851_ProductionIntimation_May2025.pdf,0.9075,0.12133237133237135,0.1078839972615242,0.4317649105781687,Positive
BIOCON,General Updates,Biocon Limited has informed the Exchange about Press Release,02-Jun-2025 19:30:32,https://nsearchives.nseindia.com/corporate/Biocon2_02062025193002_SEIntimation02062025.pdf,0.9601,0.00814536340852131,0.3293994665145874,0.4853034489769326,Positive
INOXWIND,Shareholders meeting,"Inox Wind Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot. Further, the company has informed the Exchange regarding voting results.",02-Jun-2025 19:28:57,https://nsearchives.nseindia.com/corporate/INOXWIND_02062025192829_OTL_Outcome_PB02062025.pdf,0.9001,-0.05238095238095238,0.039332110434770584,0.3561253474161455,Positive
VOLTAS,General Updates,Voltas Limited has informed the Exchange about Communication to Shareholders for deduction of Tax on Dividend,02-Jun-2025 19:28:35,https://nsearchives.nseindia.com/corporate/VOLTAS_RB_02062025192652_Coveringandannexures.pdf,-0.3034,-0.033116883116883114,-0.11309029161930084,0.034777847579144816,Neutral
GUFICBIO,Analysts/Institutional Investor Meet/Con. Call Updates,Gufic Biosciences Limited has informed the Exchange about Link of Recording,02-Jun-2025 19:25:51,https://nsearchives.nseindia.com/corporate/GUFIC_02062025192518_finalintimationaudiorecording.pdf,0.7783,0.03384353741496599,0.03425763547420502,0.33175035186675134,Positive
GANECOS,Corrigendum,"Ganesha Ecosphere Limited has informed the Exchange regarding Corrigendum to Audited Standalone and Consolidated Financial Results for the Quarter and Year ended March 31, 2025.",02-Jun-2025 19:25:35,https://nsearchives.nseindia.com/corporate/GANECOS_02062025192503_intimation_corrigendum.pdf,-0.7955,0.007397959183673467,-0.2697012424468994,0.3968909849789678,Negative
MANINDS,Press Release,"Man Industries (India) Limited has informed the Exchange regarding a press release dated Jun 02, 2025, titled ""Press Release / Media Release in respect of Fund Raising of &#8377;300 Crores through Preferential Issue."".",02-Jun-2025 19:25:23,https://nsearchives.nseindia.com/corporate/MANINDS_02062025192516_MIIL_Intimation_to_SE_Press_Release_02062025.pdf,0.9788,0.05170068027210885,0.1036362498998642,0.438121079051592,Positive
HUBTOWN,Shareholders meeting,"Pursuant to Regulation 30 read with Para A, Part A of Schedule III of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 ( LODR ) attached herewith is the Notice of the Extra-Ordinary General Meeting ('EGM') of the Company scheduled to be held on Friday, June 27, 2025 at 11:30 A.M. (IST) through Video Conference (VC) / Other Audio Visual Means (OAVM)",02-Jun-2025 19:22:34,https://nsearchives.nseindia.com/corporate/HUBTOWN_02062025191637_EGMNoticeofHTL.pdf,0.836,0.015238095238095242,0.06344284117221832,0.3580042809230941,Positive
TTML,Change in Management,"Tata Teleservices (Maharashtra) Limited has informed the Exchange about change in Management i.e., appointment of Senior Management Personnel of the Company.",02-Jun-2025 19:22:18,https://nsearchives.nseindia.com/corporate/TTML_02062025192141_TTML532371_CHRO.pdf,0.4588,-0.11011904761904762,-0.02514452114701271,0.14294092937018194,Positive
GLAXO,Change in Management,GlaxoSmithKline Pharmaceuticals Limited has informed the Exchange about change in Management,02-Jun-2025 19:21:10,https://nsearchives.nseindia.com/corporate/GLAXO1924_02062025192056_ChangeinMgmtjune2025.pdf,0.6875,0.09182194616977224,0.03771040216088295,0.3138597044991966,Positive
GARUDA,Copy of Newspaper Publication,"Pursuant to Regulation 47 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, as amended, please find enclosed copies of the newspaper advertisement pertaining to Standalone and Consolidated Audited Financial Result for the Quarter and Year ended 31st March 2025.",02-Jun-2025 19:21:05,https://nsearchives.nseindia.com/corporate/GARUDACONSTRUCTION2010_02062025192018_Newspaper_Publication_signed.pdf,0.9291,0.15714285714285714,0.12519675493240356,0.45634188362257827,Positive
CUMMINSIND,Analysts/Institutional Investor Meet/Con. Call Updates,Cummins India Limited has informed the Exchange about Transcript,02-Jun-2025 19:18:42,https://nsearchives.nseindia.com/corporate/CUMMINSIND_02062025191710_SIGNEDSEIntimationCombinedQ4202425.pdf,0.8287,0.10852130325814535,0.03533162921667099,0.3746358797424449,Positive
PAGEIND,Analysts/Institutional Investor Meet/Con. Call Updates,Page Industries Limited has informed the Exchange about Schedule of meet,02-Jun-2025 19:16:12,https://nsearchives.nseindia.com/corporate/PAGEIND_02062025191542_INVESTORMEET4JUNE2025.pdf,0.8271,0.033184523809523817,0.0727679505944252,0.3626257423211848,Positive
MCLOUD,Updates,Magellanic Cloud Limited has informed the Exchange regarding 'Delivery of first consignment of order received for supply of drones'.,02-Jun-2025 19:15:35,https://nsearchives.nseindia.com/corporate/MCLOUD_02062025191423_Reg30_DeliveryofDrones_signed.pdf,0.8176,0.1279220779220779,0.34081071615219116,0.46765983822228074,Positive
SUNDARMFIN,Updates,Sundaram Finance Limited has informed the Exchange regarding Exercise of 3064 options.,02-Jun-2025 19:14:07,https://nsearchives.nseindia.com/corporate/SUNDARMFIN_02062025191120_SD_ESOPIntimation_02062025.pdf,0.9136,0.04523809523809525,0.21970480680465698,0.44492287061282565,Positive
XELPMOC,Analysts/Institutional Investor Meet/Con. Call Updates,Xelpmoc Design And Tech Limited has informed the Exchange about Link of Recording,02-Jun-2025 19:13:49,https://nsearchives.nseindia.com/corporate/XELPMOC_02062025191222_EarningCallOutcome_Signed.pdf,-0.5267,-0.06648351648351648,-0.02593887969851494,0.2384067188546094,Negative
DIXON,Shareholders meeting,Dixon Technologies (India) Limited has informed the Exchange regarding Notice of Postal Ballot,02-Jun-2025 19:12:26,https://nsearchives.nseindia.com/corporate/DIXON_02062025185925_InitmationofPostalBallot02052025.pdf,0.8807,-0.008418367346938769,-0.03395210579037666,0.3395688580588054,Positive
TVSSCS,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,Tvs Supply Chain Solutions Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,02-Jun-2025 19:09:27,https://nsearchives.nseindia.com/corporate/CSCOMPLIANCE_02062025190847_EPFO.pdf,0.8126,0.13324175824175824,-0.03414982557296753,0.35476757980063717,Positive
ADANIENT,General Updates,"Adani Enterprises Limited has informed the Exchange about General Updates regarding response to Wall Street Journal (WSJ) Article dated 2nd June, 2025",02-Jun-2025 19:07:35,https://nsearchives.nseindia.com/corporate/nishant_joshi_adani_com_02062025190710_AELGeneralUpdate02062025.pdf,0.4404,-0.013412698412698409,-0.6203387975692749,0.013965448794591967,Neutral
APCOTEXIND,General Updates,Apcotex Industries Limited has informed the Exchange about Business Responsibility and Sustainability Report.,02-Jun-2025 19:06:15,https://nsearchives.nseindia.com/corporate/APCOTEXIND_02062025190556_BRSR_Intimation_-_Signed.pdf,0.2732,0.02899159663865547,0.14285030961036682,0.1608325718747067,Positive
GANGAFORGE,Copy of Newspaper Publication,Ganga Forging Limited has informed the Exchange about Copy of Newspaper Publication,02-Jun-2025 19:03:33,https://nsearchives.nseindia.com/corporate/GANGAFORGE_02062025190324_NSE_IntimationofNewspaperAdvertisement.pdf,0.3786,-0.0008658008658008653,0.0837804302573204,0.17631438881745587,Positive
RELIANCE,Updates,"This is further to the disclosure dated May 28, 2025 made by the Company. We wish to inform you that the Company executives participated in the Institutional Investors'' Meeting - ""BofA 2025 India Conference"" and no unpublished price sensitive information was shared/discussed in the said one-on-one meeting.",02-Jun-2025 19:03:32,https://nsearchives.nseindia.com/corporate/kavinavora_02062025190240_SE_02062025.pdf,0.296,-0.04603174603174603,0.07928420603275299,0.12837573800030208,Positive
DTIL,General Updates,Dhunseri Tea & Industries Limited has informed the Exchange about General Updates,02-Jun-2025 19:03:25,https://nsearchives.nseindia.com/corporate/DTIL_02062025190222_STOCKEXCHANGEINTIMATION.pdf,-0.3309,-0.07380952380952381,0.008785001933574677,0.15186735656278474,Negative
APCOTEXIND,Shareholders meeting,"Apcotex Industries Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 26, 2025",02-Jun-2025 19:03:00,https://nsearchives.nseindia.com/corporate/APCOTEXIND_02062025190150_Notice_Intimation_-_Signed.pdf,0.8602,0.03778195488721805,0.07659129053354263,0.5783919736262282,Positive
ONELIFECAP,Shareholders meeting,"Onelife Capital Advisors Limited has informed the Exchange regarding Notice of Extraordinary General Meeting to be held on Jun 24, 2025",02-Jun-2025 18:59:17,https://nsearchives.nseindia.com/corporate/ONELIFECAP_02062025185648_Intimation_of_Notice_of_EOGM_final.pdf,0.6633,0.0031904761904762023,-0.0005582086741924286,0.26610968025488513,Positive
OMAXE,General Updates,Omaxe Limited has informed the Exchange about General Updates wrt earlier intimation filed for sale of Wholly Owned Subsidiary.,02-Jun-2025 18:58:29,https://nsearchives.nseindia.com/corporate/OMAXE_02062025185800_Intimation_Extension_sd.pdf,0.1697,0.040270562770562776,-0.019729048013687134,0.07404245442706268,Neutral
SHRIRAMPPS,Analysts/Institutional Investor Meet/Con. Call Updates,Shriram Properties Limited has informed the Exchange about Schedule of meet,02-Jun-2025 18:57:28,https://nsearchives.nseindia.com/corporate/SHRIRAMPPS_02062025185718_Analystmeet.pdf,0.1779,0.05338827838827839,-0.03205398842692375,0.07756028698840639,Neutral
PCBL,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","PCBL Chemical Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 for the   month of May, 2025",02-Jun-2025 18:56:56,https://nsearchives.nseindia.com/corporate/PCBL_02062025185643_CertificateunderReg74ofSEBIDepositoriesforMay2025.pdf,0.667,-0.024285714285714282,0.03480519726872444,0.2699558448949031,Positive
