Date,Code,Name,Open,High,Low,Close,Volume,Turnover,SMA_20,EMA_20,RSI,MACD,MACD_signal,ADX,CMF,Supertrend
2025-05-30,512441,Enbee Trade &amp; Finance Ltd,0.66,0.66,0.66,0.66,394642,260463.0,0.688,0.8326236351018461,22.74833450025767,-0.5831749108902015,-0.7778101729577949,58.495022749695536,-0.21884820309749106,False
2025-06-02,512441,Enbee Trade &amp; Finance Ltd,0.63,0.63,0.63,0.63,754521,475348.0,0.6775,0.8130020751054351,22.208271730035506,-0.5448771464694596,-0.7312235676601279,58.25848575063481,-0.14851374005009,False
2025-06-03,512441,Enbee Trade &amp; Finance Ltd,0.6,0.66,0.6,0.66,4688370,2951207.0,0.6705,0.7982094004070027,24.147588312560657,-0.5062691869207935,-0.6862326915122611,58.038844251506994,-0.06743508965279325,False
2025-06-04,512441,Enbee Trade &amp; Finance Ltd,0.68,0.68,0.63,0.63,2577322,1669638.0,0.6639999999999999,0.7819699002393874,23.51624165073926,-0.47264449853456436,-0.6435150529167218,57.702308968550504,0.03286170256579229,False
2025-06-05,512441,Enbee Trade &amp; Finance Ltd,0.63,0.65,0.61,0.61,1551989,963986.0,0.658,0.7653889912184484,23.082951429678673,-0.4425095489609143,-0.6033139521255604,57.432208340905056,0.08463397010041393,False
2025-06-06,512441,Enbee Trade &amp; Finance Ltd,0.63,0.67,0.63,0.67,4248804,2824481.0,0.655,0.7562026569802104,27.4043799167045,-0.4090703770845683,-0.564465237117362,57.032861280327445,0.12373307845586633,False
2025-06-09,512441,Enbee Trade &amp; Finance Ltd,0.68,0.73,0.68,0.73,12963134,9431542.0,0.6535,0.7536819249432556,31.54616164204944,-0.37342350023461535,-0.5262568897408126,56.20842624903054,0.21431677372725935,False
2025-06-10,512441,Enbee Trade &amp; Finance Ltd,0.73,0.74,0.66,0.66,6026208,3988972.0,0.65,0.7446782666781981,29.43612997459053,-0.34682354258596715,-0.49037022030984356,55.500470721959935,0.20663190534813652,False
2025-06-11,512441,Enbee Trade &amp; Finance Ltd,0.66,0.72,0.6,0.72,21253307,15140307.0,0.6505,0.7423085312127732,33.539529057748055,-0.31724439009673044,-0.455745054267221,55.01803481106538,0.37380028624103906,False
2025-06-12,512441,Enbee Trade &amp; Finance Ltd,0.79,0.79,0.78,0.79,61234599,48304008.0,0.6559999999999999,0.7468845122159992,38.0646620780352,-0.28487047415676736,-0.4215701382451303,53.994224364535874,0.6480689395543454,False
2025-06-13,512441,Enbee Trade &amp; Finance Ltd,0.82,0.82,0.81,0.82,50046167,40965797.0,0.6645,0.7538949311350495,39.95168282431948,-0.25386674543848564,-0.3880294596838014,52.79831190376394,0.754471590385739,False
2025-06-16,512441,Enbee Trade &amp; Finance Ltd,0.86,0.86,0.85,0.86,42856041,36816066.0,0.6735,0.7640618979355721,42.46858668236165,-0.22349212327529067,-0.3551219924020993,51.355918291926365,0.7841608016006513,True
2025-06-17,512441,Enbee Trade &amp; Finance Ltd,0.9,0.9,0.89,0.9,58374117,52497256.0,0.6859999999999999,0.7770798874353507,44.95332994171232,-0.19395654040355337,-0.3228889020023901,49.683366938487715,0.8449467302010001,True
2025-06-18,512441,Enbee Trade &amp; Finance Ltd,0.94,0.94,0.93,0.94,51176636,48077687.0,0.702,0.7926735824871219,47.399846572769434,-0.16541491233705208,-0.29139410406932253,47.79672598912325,0.9054075269575674,True
2025-06-19,512441,Enbee Trade &amp; Finance Ltd,0.98,0.98,0.97,0.98,57116950,55897693.0,0.721,0.8105947722149852,49.80246178485985,-0.13797728450902902,-0.26071074015726386,45.71183062802753,0.9341627604526578,True
2025-06-20,512441,Enbee Trade &amp; Finance Ltd,1.01,1.01,0.94,0.94,24420879,23986379.0,0.739,0.8229694203754294,47.4675078049548,-0.1180990600339793,-0.23218840413260697,43.775856364152915,0.8310064292233097,True
2025-06-23,512441,Enbee Trade &amp; Finance Ltd,0.9,0.9,0.9,0.9,1439033,1295129.0,0.754,0.8303327677479608,45.18602931974046,-0.10436997749615995,-0.20662471880531758,42.22245882577289,0.8267460357202279,True
2025-06-24,512441,Enbee Trade &amp; Finance Ltd,0.86,0.86,0.86,0.86,1168456,1004872.0,0.7655000000000001,0.8331676588699791,42.96225018811797,-0.09561505553637373,-0.18442278615152882,41.02113677370874,0.8232152893692172,True
2025-06-25,512441,Enbee Trade &amp; Finance Ltd,0.82,0.82,0.82,0.82,1350769,1107630.0,0.7735,0.831909806292417,40.799875297611905,-0.09085703912302134,-0.16570963674582734,40.142981227379316,0.818498304478245,True
2025-06-26,512441,Enbee Trade &amp; Finance Ltd,0.78,0.78,0.78,0.78,1386804,1081707.0,0.778,0.8269525016600503,38.70208067838291,-0.0892847238234088,-0.15042465416134362,39.56060014651034,0.8132304895058955,False
