Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20,RSI,MACD,MACD_signal,ADX,CMF,Supertrend
2025-03-13 00:00:00+05:30,1748.439544379096,1876.5143246870125,1727.3249924813097,1806.9752197265625,304183,0.0,0.0,,1806.9752197265625,,,,0.0,,True
2025-03-17 00:00:00+05:30,1806.4795699106007,1852.5746126445488,1779.367778654553,1813.9638671875,113455,0.0,0.0,,1810.6442596435547,,,,0.0,,True
2025-03-18 00:00:00+05:30,1813.9638671875,1813.9638671875,1813.9638671875,1813.9638671875,0,0.0,0.0,,1811.8631996326305,,,,0.0,,False
2025-03-19 00:00:00+05:30,1825.9087789109844,1855.69712789792,1814.162002382948,1827.54443359375,102979,0.0,0.0,,1816.3901294242119,,,,0.0,,True
2025-03-20 00:00:00+05:30,1830.9149438521413,1856.192870797582,1795.525894531417,1807.0743408203125,37870,0.0,0.0,,1814.1367194365687,,,,0.0,,False
2025-03-21 00:00:00+05:30,1807.0742310764304,1833.7896013202885,1800.9282740854414,1814.1619873046875,36269,0.0,0.0,,1814.1420498025714,,,,0.0,,False
2025-03-24 00:00:00+05:30,1833.839102303184,1873.5403631635888,1809.1064353299205,1818.27587890625,53587,0.0,0.0,,1814.923654566323,,,,0.0,,True
2025-03-25 00:00:00+05:30,1832.8974160256405,1832.8974160256405,1734.8092008721555,1743.28466796875,59595,0.0,0.0,,1802.540495762068,,,,0.0,,False
2025-03-26 00:00:00+05:30,1760.7313906723102,1781.3502961480333,1752.107205588007,1762.6148681640625,38129,0.0,0.0,,1796.1362298685474,,,,0.0,,False
2025-03-27 00:00:00+05:30,1762.6149442828607,1771.4374605935868,1719.8903156854356,1730.9432373046875,45802,0.0,0.0,,1786.3187300748998,,,,0.0,,False
2025-03-28 00:00:00+05:30,1744.6725647937649,1808.0655905491465,1744.6725647937649,1753.643798828125,29480,0.0,0.0,,1781.6562518289995,,,,0.0,,False
2025-04-01 00:00:00+05:30,1769.2565930224564,1769.2565930224564,1716.024182651384,1737.8822021484375,23693,0.0,0.0,,1775.6929938163246,,,,0.0,,False
2025-04-02 00:00:00+05:30,1726.2345759878042,1780.3590530655215,1717.0651320897775,1772.874755859375,50017,0.0,0.0,,1775.324187838838,,,,0.0,,False
2025-04-03 00:00:00+05:30,1746.8533475255272,1803.1587374837104,1738.8239128079967,1785.7120361328125,23789,0.0,0.0,,1776.6368197923064,49.16206328922341,,,0.0,,False
2025-04-04 00:00:00+05:30,1784.324222506556,1808.065599175348,1737.832639396467,1754.436767578125,37935,0.0,0.0,,1773.9162466518846,41.70199896254226,,,0.0,,False
