Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_20,EMA_20,RSI,MACD,MACD_signal,ADX,CMF,Supertrend
2025-03-13 00:00:00+05:30,78.19999694824219,78.19999694824219,78.19999694824219,78.19999694824219,0,0.0,0.0,0.0,,78.19999694824219,,,,0.0,,True
2025-03-17 00:00:00+05:30,82.11000061035156,82.11000061035156,82.11000061035156,82.11000061035156,373,0.0,0.0,0.0,,80.25274887084963,,,,0.0,,True
2025-03-18 00:00:00+05:30,82.11000061035156,82.11000061035156,82.11000061035156,82.11000061035156,0,0.0,0.0,0.0,,80.93472057536283,,,,0.0,,True
2025-03-19 00:00:00+05:30,82.11000061035156,82.11000061035156,82.11000061035156,82.11000061035156,0,0.0,0.0,0.0,,81.27400575005207,,,,0.0,,True
2025-03-20 00:00:00+05:30,82.11000061035156,82.11000061035156,82.11000061035156,82.11000061035156,0,0.0,0.0,0.0,,81.47622579259668,,,,0.0,,True
2025-03-21 00:00:00+05:30,82.11000061035156,82.11000061035156,82.11000061035156,82.11000061035156,0,0.0,0.0,0.0,,81.60992332995531,,,,0.0,,True
2025-03-24 00:00:00+05:30,85.0,86.20999908447266,85.0,86.20999908447266,695,0.0,0.0,0.0,,82.47968379493201,,,,0.0,,True
2025-03-25 00:00:00+05:30,86.20999908447266,86.20999908447266,86.20999908447266,86.20999908447266,0,0.0,0.0,0.0,,83.12448753678012,,,,0.0,,True
2025-03-26 00:00:00+05:30,86.20999908447266,86.20999908447266,86.20999908447266,86.20999908447266,0,0.0,0.0,0.0,,83.61941867644589,,,,0.0,,True
2025-03-27 00:00:00+05:30,86.20999908447266,86.20999908447266,86.20999908447266,86.20999908447266,0,0.0,0.0,0.0,,84.00953763894508,,,,0.0,,True
2025-03-28 00:00:00+05:30,86.20999908447266,86.20999908447266,86.20999908447266,86.20999908447266,0,0.0,0.0,0.0,,84.3235276988852,,,,0.0,,True
2025-04-01 00:00:00+05:30,90.5199966430664,90.5199966430664,90.5199966430664,90.5199966430664,130,0.0,0.0,0.0,,85.16766122894074,,,,0.0,,True
2025-04-02 00:00:00+05:30,90.5199966430664,90.5199966430664,90.5199966430664,90.5199966430664,0,0.0,0.0,0.0,,85.86808941293243,,,,0.0,,True
2025-04-03 00:00:00+05:30,90.5199966430664,90.5199966430664,90.5199966430664,90.5199966430664,0,0.0,0.0,0.0,,86.45591490884249,100.0,,,0.0,,True
2025-04-04 00:00:00+05:30,90.5199966430664,90.5199966430664,90.5199966430664,90.5199966430664,0,0.0,0.0,0.0,,86.95396020621091,100.0,,,0.0,,True
2025-04-07 00:00:00+05:30,95.04000091552734,95.04000091552734,95.04000091552734,95.04000091552734,566,0.0,0.0,0.0,,87.91854594463877,100.0,,,0.0,,True
2025-04-08 00:00:00+05:30,95.04000091552734,95.04000091552734,95.04000091552734,95.04000091552734,0,0.0,0.0,0.0,,88.74811314801664,100.0,,,0.0,,True
2025-04-09 00:00:00+05:30,95.04000091552734,95.04000091552734,95.04000091552734,95.04000091552734,0,0.0,0.0,0.0,,89.46579438325995,100.0,,,0.0,,True
2025-04-11 00:00:00+05:30,95.04000091552734,95.04000091552734,95.04000091552734,95.04000091552734,0,0.0,0.0,0.0,,90.0898646249882,100.0,,,0.0,,True
2025-04-15 00:00:00+05:30,99.79000091552734,99.79000091552734,99.79000091552734,99.79000091552734,555,0.0,0.0,0.0,88.09149932861328,91.15800282607958,100.0,,,0.0,0.2996981457524795,True
2025-04-16 00:00:00+05:30,99.79000091552734,99.79000091552734,99.79000091552734,99.79000091552734,0,0.0,0.0,0.0,89.17099952697754,92.09458791202867,100.0,,,0.0,0.2996981457524795,True
2025-04-17 00:00:00+05:30,99.79000091552734,99.79000091552734,99.79000091552734,99.79000091552734,0,0.0,0.0,0.0,90.05499954223633,92.91862253609973,100.0,,,0.0,0.35714285714285715,True
2025-04-21 00:00:00+05:30,104.7699966430664,104.7699966430664,104.7699966430664,104.7699966430664,373,0.0,0.0,0.0,91.18799934387206,94.17282897711796,100.0,,,0.0,0.2996981457524795,True
2025-04-22 00:00:00+05:30,104.7699966430664,104.7699966430664,104.7699966430664,104.7699966430664,0,0.0,0.0,0.0,92.32099914550781,95.28255353667677,100.0,,,0.0,0.2996981457524795,True
2025-04-23 00:00:00+05:30,104.7699966430664,104.7699966430664,104.7699966430664,104.7699966430664,0,0.0,0.0,0.0,93.45399894714356,96.26673793916424,100.0,,,0.0,0.2996981457524795,True
2025-04-24 00:00:00+05:30,104.7699966430664,104.7699966430664,104.7699966430664,104.7699966430664,0,0.0,0.0,0.0,94.5869987487793,97.14139521303255,100.0,5.875340445855173,,0.0,0.2996981457524795,True
2025-04-25 00:00:00+05:30,104.7699966430664,104.7699966430664,104.7699966430664,104.7699966430664,0,0.0,0.0,0.0,95.51499862670899,97.92014731576752,100.0,5.86328149107689,,0.0,0.0,True
2025-04-28 00:00:00+05:30,110.0,110.0,110.0,110.0,961,0.0,0.0,0.0,96.70449867248536,99.1449137601209,100.0,6.20422381434129,,100.0,0.0,True
2025-04-29 00:00:00+05:30,110.0,110.0,110.0,110.0,0,0.0,0.0,0.0,97.89399871826171,100.2387736972576,100.0,6.400640462889285,,100.0,0.0,True
2025-04-30 00:00:00+05:30,110.0,110.0,110.0,110.0,0,0.0,0.0,0.0,99.08349876403808,101.21699529572079,100.0,6.481586378841257,,100.0,0.0,True
2025-05-02 00:00:00+05:30,115.5,115.5,115.5,115.5,239,0.0,0.0,0.0,100.54799880981446,102.64127849151122,100.0,6.9098877502698315,,100.0,0.0,True
2025-05-05 00:00:00+05:30,121.2699966430664,121.2699966430664,121.2699966430664,121.2699966430664,540,0.0,0.0,0.0,102.08549880981445,104.4906244877935,100.0,7.626990975761686,,100.0,0.0,True
2025-05-06 00:00:00+05:30,127.33000183105467,127.33000183105467,127.33000183105467,127.33000183105467,318,0.0,0.0,0.0,103.92599906921387,106.7488652763884,100.0,8.585325928385274,,100.0,0.0,True
2025-05-07 00:00:00+05:30,133.69000244140625,133.69000244140625,133.69000244140625,133.69000244140625,258,0.0,0.0,0.0,106.08449935913086,109.40301451164368,100.0,9.745670160145366,7.513979877591753,100.0,0.0,True
2025-05-08 00:00:00+05:30,140.3699951171875,140.3699951171875,140.3699951171875,140.3699951171875,599,0.0,0.0,0.0,108.57699928283691,112.44380690251779,100.0,11.076586906627753,8.226501283398953,100.0,0.0,True
2025-05-09 00:00:00+05:30,147.3800048828125,147.3800048828125,147.3800048828125,147.3800048828125,213,0.0,0.0,0.0,111.19399948120117,115.86424250917806,100.0,12.552302094928734,9.09166144570491,100.0,0.0,True
2025-05-12 00:00:00+05:30,147.3800048828125,147.3800048828125,147.3800048828125,147.3800048828125,0,0.0,0.0,0.0,113.81099967956543,118.94159204104645,100.0,13.565443030549972,9.986417762673923,100.0,0.0,True
2025-05-13 00:00:00+05:30,147.3800048828125,147.3800048828125,147.3800048828125,147.3800048828125,0,0.0,0.0,0.0,116.4279998779297,121.71178749583923,100.0,14.204622475489117,10.830058705236961,100.0,0.0,True
2025-05-14 00:00:00+05:30,147.3800048828125,147.3800048828125,147.3800048828125,147.3800048828125,0,0.0,0.0,0.0,119.04500007629395,124.20671767220762,100.0,14.543528052287726,11.572752574647115,100.0,0.0,True
2025-05-15 00:00:00+05:30,147.3800048828125,147.3800048828125,147.3800048828125,147.3800048828125,0,0.0,0.0,0.0,121.4245002746582,126.4547340392988,100.0,14.643314153172241,12.18686489035214,100.0,0.0,True
2025-05-16 00:00:00+05:30,147.3800048828125,147.3800048828125,147.3800048828125,147.3800048828125,0,0.0,0.0,0.0,123.80400047302246,128.48108430732543,100.0,14.554618771777811,12.660415666637274,100.0,0.0,True
2025-05-19 00:00:00+05:30,154.74000549316406,154.74000549316406,154.74000549316406,154.74000549316406,193,0.0,0.0,0.0,126.5515007019043,131.01987130590834,100.0,14.906386042772866,13.109609741864393,100.0,0.0,True
2025-05-20 00:00:00+05:30,154.74000549316406,154.74000549316406,154.74000549316406,154.74000549316406,0,0.0,0.0,0.0,129.05000114440918,133.3098926850807,100.0,15.01211383580005,13.490110560651527,100.0,0.0,True
2025-05-21 00:00:00+05:30,154.74000549316406,154.74000549316406,154.74000549316406,154.74000549316406,0,0.0,0.0,0.0,131.54850158691406,135.37613073188226,100.0,14.923870780926222,13.776862604706466,100.0,0.0,True
2025-05-22 00:00:00+05:30,154.74000549316406,154.74000549316406,154.74000549316406,154.74000549316406,0,0.0,0.0,0.0,134.04700202941893,137.24094787097064,100.0,14.684661882880619,13.958422460341296,100.0,0.0,True
2025-05-23 00:00:00+05:30,154.74000549316406,154.74000549316406,154.74000549316406,154.74000549316406,0,0.0,0.0,0.0,136.54550247192384,138.92438154710877,100.0,14.329900929906074,14.032718154254253,100.0,0.0,True
2025-05-26 00:00:00+05:30,162.47000122070312,162.47000122070312,162.47000122070312,162.47000122070312,273,0.0,0.0,0.0,139.43050270080568,141.18732301963365,100.0,14.50528843584189,14.127232210571782,100.0,0.0,True
2025-05-27 00:00:00+05:30,162.47000122070312,162.47000122070312,162.47000122070312,162.47000122070312,0,0.0,0.0,0.0,142.05400276184082,143.2309964262775,100.0,14.477397867149506,14.197265341887327,100.0,0.0,True
2025-05-28 00:00:00+05:30,162.47000122070312,162.47000122070312,162.47000122070312,162.47000122070312,0,0.0,0.0,0.0,144.67750282287597,145.07697271300165,100.0,14.290561690913023,14.215924611692468,100.0,0.0,True
2025-05-29 00:00:00+05:30,162.47000122070312,162.47000122070312,162.47000122070312,162.47000122070312,0,0.0,0.0,0.0,147.30100288391114,146.74464149024058,100.0,13.981324667469494,14.169004622847876,100.0,0.0,True
2025-05-30 00:00:00+05:30,162.47000122070312,162.47000122070312,162.47000122070312,162.47000122070312,0,0.0,0.0,0.0,149.64950294494628,148.25144236239666,100.0,13.579713613005538,14.051146420879409,100.0,0.0,True
2025-06-02 00:00:00+05:30,170.58999633789062,170.58999633789062,170.58999633789062,170.58999633789062,527,0.0,0.0,0.0,152.1155029296875,150.39067379697553,100.0,13.758055404605614,13.99252821762465,100.0,0.0,True
2025-06-03 00:00:00+05:30,170.58999633789062,170.58999633789062,170.58999633789062,170.58999633789062,0,0.0,0.0,0.0,154.27850265502929,152.3240267206694,100.0,13.740994923328117,13.942221558765345,100.0,0.0,True
2025-06-04 00:00:00+05:30,170.58999633789062,170.58999633789062,170.58999633789062,170.58999633789062,0,0.0,0.0,0.0,156.1235023498535,154.07149998909458,100.0,13.571035914653976,13.867984429943073,100.0,0.0,True
2025-06-05 00:00:00+05:30,170.58999633789062,170.58999633789062,170.58999633789062,170.58999633789062,0,0.0,0.0,0.0,157.63450241088867,155.65111608308678,100.0,13.283221467235165,13.751031837401493,100.0,0.0,True
2025-06-06 00:00:00+05:30,170.58999633789062,170.58999633789062,170.58999633789062,170.58999633789062,0,0.0,0.0,0.0,158.79500198364258,157.07912253466597,100.0,12.906350074331726,13.58209548478754,100.0,0.0,True
2025-06-09 00:00:00+05:30,179.11000061035156,179.11000061035156,179.11000061035156,179.11000061035156,952,0.0,0.0,0.0,160.38150177001953,159.184311860601,100.0,13.143658012460321,13.494407990322099,100.0,0.0,True
2025-06-10 00:00:00+05:30,179.11000061035156,179.11000061035156,179.11000061035156,179.11000061035156,0,0.0,0.0,0.0,161.96800155639647,161.08773138270897,100.0,13.179797758715353,13.43148594400075,100.0,0.0,True
2025-06-11 00:00:00+05:30,179.11000061035156,179.11000061035156,179.11000061035156,179.11000061035156,0,0.0,0.0,0.0,163.55450134277345,162.80882967047128,100.0,13.057915249271673,13.356771805054937,100.0,0.0,True
2025-06-12 00:00:00+05:30,179.11000061035156,179.11000061035156,179.11000061035156,179.11000061035156,0,0.0,0.0,0.0,165.1410011291504,164.36516063019775,100.0,12.81361510370445,13.24814046478484,100.0,0.0,True
2025-06-13 00:00:00+05:30,179.11000061035156,179.11000061035156,179.11000061035156,179.11000061035156,0,0.0,0.0,0.0,166.72750091552734,165.77257171186884,100.0,12.476187752006979,13.093749922229268,100.0,0.0,True
2025-06-16 00:00:00+05:30,188.0599975585937,188.0599975585937,188.0599975585937,188.0599975585937,234,0.0,0.0,0.0,168.39350051879882,167.8994778284349,100.0,12.783602685984079,13.031720474980231,100.0,0.0,True
2025-06-17 00:00:00+05:30,188.05999755859372,188.05999755859372,188.05999755859372,188.05999755859372,0,0.0,0.0,0.0,170.05950012207032,169.82304105145036,100.0,12.878772760342372,13.00113093205266,100.0,0.0,True
2025-06-18 00:00:00+05:30,188.05999755859372,188.05999755859372,188.05999755859372,188.05999755859372,0,0.0,0.0,0.0,171.7254997253418,171.56276931142622,100.0,12.806569567770168,12.962218659196164,100.0,0.0,True
