Date,Code,Name,Open,High,Low,Close,Volume,Turnover,SMA_20,EMA_20,RSI,MACD,MACD_signal,ADX,CMF,Supertrend
2025-03-27,543737,Aveer Foods Limited,828.6,828.6,749.7,749.7,760,603093.0,,749.7,,,,0.0,,True
2025-03-28,543737,Aveer Foods Limited,713.1,741.0,712.25,713.0,651,465066.0,,730.4325000000001,,,,0.0,,False
2025-04-01,543737,Aveer Foods Limited,748.0,748.65,743.5,745.0,1078,803733.0,,735.7815986677768,,,,0.0,,True
2025-04-02,543737,Aveer Foods Limited,716.55,744.95,715.0,725.0,273,197225.0,,732.6691178304238,,,,0.0,,False
2025-04-03,543737,Aveer Foods Limited,701.55,720.0,701.55,720.0,27,19338.0,,729.6045660390969,,,,0.0,,False
2025-04-04,543737,Aveer Foods Limited,749.0,749.0,728.0,728.0,4,2949.0,,729.2660758972569,,,,0.0,,True
2025-04-07,543737,Aveer Foods Limited,655.2,701.05,655.2,700.05,685,475812.0,,723.7420390958545,,,,0.0,,False
2025-04-08,543737,Aveer Foods Limited,715.0,770.0,709.0,710.15,433,316251.0,,721.3925868409937,,,,0.0,,True
2025-04-09,543737,Aveer Foods Limited,710.15,710.15,710.15,710.15,100,71015.0,,719.5892209381288,,,,0.0,,False
2025-04-11,543737,Aveer Foods Limited,706.6,737.0,706.6,737.0,19,13820.0,,722.2111334033332,,,,0.0,,True
2025-04-15,543737,Aveer Foods Limited,737.0,738.0,737.0,737.0,125,92126.0,,724.3213985563865,,,,0.0,,True
2025-04-16,543737,Aveer Foods Limited,738.0,738.0,738.0,738.0,102,75276.0,,726.1848091902223,,,,0.0,,True
2025-04-17,543737,Aveer Foods Limited,775.0,775.0,750.0,750.0,233,179025.0,,729.3013610427622,,,,0.0,,True
2025-04-21,543737,Aveer Foods Limited,730.0,735.95,730.0,730.15,928,677464.0,,729.4085969765863,47.2483942176432,,,0.0,,True
2025-04-22,543737,Aveer Foods Limited,715.0,790.0,715.0,766.0,117,86409.0,,733.8928021160785,60.033131708063344,,,0.0,,True
2025-04-23,543737,Aveer Foods Limited,766.0,770.0,720.05,758.85,187,142180.0,,736.8699522462053,57.062762145789925,,,0.0,,True
2025-04-25,543737,Aveer Foods Limited,741.0,768.0,725.0,750.0,76,57493.0,,738.3994510691086,53.53210367576018,,,0.0,,True
