Date,Code,Name,Open,High,Low,Close,Volume,Turnover,SMA_20,EMA_20,RSI,MACD,MACD_signal,ADX,CMF,Supertrend
2025-03-27,526755,VELAN HOTELS LTD.,5.21,5.98,5.21,5.6,8829,50875.0,,5.6,,,,0.0,,True
2025-03-28,526755,VELAN HOTELS LTD.,5.51,6.16,5.51,6.14,78236,463156.0,,5.883500000000001,,,,0.0,,True
2025-04-01,526755,VELAN HOTELS LTD.,6.17,6.69,6.17,6.35,11207,72252.0,,6.054796003330559,,,,0.0,,True
2025-04-02,526755,VELAN HOTELS LTD.,6.94,6.94,6.3,6.72,15306,102975.0,,6.246830112219452,,,,0.0,,True
2025-04-03,526755,VELAN HOTELS LTD.,6.71,7.14,6.71,6.95,12654,87127.0,,6.416920924227706,,,,0.0,,True
2025-04-04,526755,VELAN HOTELS LTD.,6.95,6.95,6.43,6.73,4054,26861.0,,6.4829663085766,,,,0.0,,False
2025-04-07,526755,VELAN HOTELS LTD.,6.73,7.68,5.66,6.6,6595,43176.0,,6.505094482829033,,,,0.0,,False
2025-04-08,526755,VELAN HOTELS LTD.,6.6,7.46,6.06,6.78,8372,58231.0,,6.552613282814532,,,,0.0,,True
2025-04-09,526755,VELAN HOTELS LTD.,7.4,7.4,6.57,7.01,2164,14992.0,,6.625980348763088,,,,0.0,,True
2025-04-11,526755,VELAN HOTELS LTD.,7.01,7.2,6.58,7.03,15753,110894.0,,6.686822207476088,,,,0.0,,True
2025-04-15,526755,VELAN HOTELS LTD.,7.98,7.98,6.63,7.02,30513,209089.0,,6.734364287914687,,,,0.0,,True
2025-04-16,526755,VELAN HOTELS LTD.,6.49,7.2,6.48,6.77,16852,114670.0,,6.739218875214259,,,,0.0,,True
2025-04-17,526755,VELAN HOTELS LTD.,7.11,7.11,6.77,6.81,6062,41225.0,,6.7484815784752925,,,,0.0,,True
2025-04-21,526755,VELAN HOTELS LTD.,6.95,6.95,6.48,6.88,11556,78603.0,,6.765100543026708,70.4088622841495,,,0.0,,True
2025-04-22,526755,VELAN HOTELS LTD.,7.39,7.39,6.75,6.83,2214,15232.0,,6.773053845017443,67.85036272610742,,,0.0,,True
2025-04-23,526755,VELAN HOTELS LTD.,6.8,6.83,6.62,6.8,967,6553.0,,6.776268258317598,66.29379915760731,,,0.0,,True
2025-04-24,526755,VELAN HOTELS LTD.,6.66,6.85,6.58,6.8,7903,53464.0,,6.779032731962272,66.29379915760731,,,0.0,,True
2025-04-25,526755,VELAN HOTELS LTD.,6.87,7.0,6.52,6.87,1788,11922.0,,6.789408870842107,68.26401079332206,,,0.0,,True
2025-04-28,526755,VELAN HOTELS LTD.,7.01,7.01,5.86,6.77,18279,115396.0,,6.78723591606406,62.631732041202014,,,0.0,,True
2025-04-29,526755,VELAN HOTELS LTD.,7.98,7.98,6.4,6.81,26398,182749.0,6.713500000000001,6.78974260122152,63.91427650733001,,,0.0,0.259320164726598,True
2025-04-30,526755,VELAN HOTELS LTD.,6.71,6.9,6.6,6.7,3025,20289.0,6.7685,6.780005390785723,58.01711565689277,,,0.0,0.2606852997582078,True
2025-05-02,526755,VELAN HOTELS LTD.,6.31,7.1,6.31,6.66,6667,43997.0,6.794499999999999,6.767155060720572,55.99391966508013,,,0.0,-0.005835551156697211,True
2025-05-05,526755,VELAN HOTELS LTD.,6.66,7.07,6.37,6.78,7438,49332.0,6.816,6.76851441411144,60.44982697242399,,,0.0,0.01714743287871457,True
2025-05-06,526755,VELAN HOTELS LTD.,6.62,7.2,6.25,6.49,43248,278270.0,6.8045,6.7393486695206715,47.84213825214699,,,0.0,-0.09751238732440379,True
2025-05-07,526755,VELAN HOTELS LTD.,6.53,7.03,6.52,6.71,19007,125535.0,6.7924999999999995,6.736304171392766,55.43557066060526,,,0.0,-0.12136292727873899,True
2025-05-08,526755,VELAN HOTELS LTD.,6.84,6.84,6.13,6.66,13854,89965.0,6.789,6.728455415891003,53.528208900886746,0.12437362182221978,,0.0,-0.0916225198895546,True
2025-05-09,526755,VELAN HOTELS LTD.,6.02,6.59,6.02,6.27,5520,34143.0,6.772499999999999,6.681654816540019,41.52636976378607,0.08077864451402483,,0.0,-0.09291224336399753,True
2025-05-12,526755,VELAN HOTELS LTD.,6.3,6.95,6.28,6.86,1554,10562.0,6.7765,6.699737089720299,57.17125881568795,0.09276800822396769,,13.995337714853331,-0.09181642347784097,True
2025-05-13,526755,VELAN HOTELS LTD.,6.86,6.86,5.82,6.08,34051,207875.0,6.7299999999999995,6.637286588727293,41.40069193496416,0.038881976848863076,,13.21618239590037,-0.14400114137647704,True
2025-05-14,526755,VELAN HOTELS LTD.,6.32,6.39,6.03,6.17,4965,31193.0,6.687,6.59045744865943,43.34273020004863,0.0033999639270705373,,12.492681028301192,-0.18131511982694853,True
2025-05-15,526755,VELAN HOTELS LTD.,6.01,6.57,6.01,6.52,49408,316161.0,6.662000000000001,6.583431520836705,50.24807546736523,0.003482147946439973,,11.765218693740024,0.021331871556813972,True
2025-05-16,526755,VELAN HOTELS LTD.,6.65,6.89,6.14,6.29,8565,55169.0,6.638,6.5543014216088595,46.25816939057574,-0.014840723809853351,,11.72524832074502,0.015146048572801612,True
2025-05-19,526755,VELAN HOTELS LTD.,6.29,6.6,6.14,6.21,9327,58594.0,6.608,6.520258658438797,44.92203693122075,-0.03540889143874626,,11.688132974392516,0.008247542708985,True
2025-05-20,526755,VELAN HOTELS LTD.,6.85,7.15,6.3,6.68,17959,119650.0,6.598000000000001,6.535995832298474,53.432224287733455,-0.013627155063220542,0.02201104838659067,12.628197872657791,-0.02743773581343061,True
2025-05-21,526755,VELAN HOTELS LTD.,6.71,6.71,6.36,6.44,3476,22481.0,6.5785,6.526569553381357,49.24770730228113,-0.015551696021845807,0.014498499504903378,13.501115278189832,-0.028114678942993087,True
2025-05-22,526755,VELAN HOTELS LTD.,6.35,6.67,5.46,6.03,50793,300061.0,6.540000000000001,6.477952809724048,43.045738927641004,-0.049588852658695615,0.0016810290721835791,12.7751530738289,-0.0348017831795588,True
2025-05-23,526755,VELAN HOTELS LTD.,6.2,6.38,5.75,6.06,10885,67747.0,6.503,6.437141901579133,43.60537196949282,-0.07329786309886455,-0.013314749362026045,12.101045312636604,-0.049807306036903566,True
2025-05-26,526755,VELAN HOTELS LTD.,6.23,6.66,6.09,6.49,31274,202592.0,6.484,6.442290826900993,51.03244108250457,-0.056736001043739215,-0.02199899969836868,11.554267698724093,-0.013524272018922675,True
2025-05-27,526755,VELAN HOTELS LTD.,6.83,6.83,6.25,6.57,8382,54022.0,6.474000000000001,6.45470405626399,52.29131825988501,-0.03673185269805579,-0.024945570298306106,11.366914176694705,-0.041394879388655575,True
2025-05-28,526755,VELAN HOTELS LTD.,6.43,6.55,6.2,6.45,7031,45241.0,6.456,6.454247720683412,50.20630367783651,-0.03021313986086227,-0.02599908421081734,11.078957199849418,0.0029216427811466503,True
2025-05-29,526755,VELAN HOTELS LTD.,6.42,6.42,6.04,6.41,2184,13789.0,6.4415000000000004,6.449962883400448,49.49782135505106,-0.0279524601182084,-0.026389759392295556,10.443111836695744,0.012099095689150576,True
2025-05-30,526755,VELAN HOTELS LTD.,6.41,6.41,5.77,5.92,148254,865913.0,6.4045000000000005,6.398724568292736,41.729386291680854,-0.06495104481991021,-0.03410201647781849,10.127886941903071,-0.15495383146707103,True
2025-06-02,526755,VELAN HOTELS LTD.,6.18,6.18,5.66,5.95,12993,77072.0,6.363,6.35540319217243,42.32619604346012,-0.09080519471645765,-0.04544265212554632,10.063668936326426,-0.15270645689493714,True
2025-06-03,526755,VELAN HOTELS LTD.,6.18,6.18,5.86,6.05,12571,76547.0,6.341,6.325956977822904,44.37145111632723,-0.10204927005174103,-0.056763975710785265,10.004037931148115,-0.11052364764645876,True
2025-06-04,526755,VELAN HOTELS LTD.,6.04,6.05,5.69,5.94,7530,44086.0,6.3025,6.288787806049802,42.58258328362069,-0.11847070491497824,-0.06910532155162387,10.32151406782289,-0.09575939585352773,True
2025-06-05,526755,VELAN HOTELS LTD.,5.94,6.22,5.75,5.9,5837,34884.0,6.2645,6.251385878488514,41.92073942007573,-0.1331772911478275,-0.0819197154708646,10.139571130363729,-0.11820349022082786,True
2025-06-06,526755,VELAN HOTELS LTD.,6.24,6.24,5.9,5.91,11088,66065.0,6.2465,6.218575688173907,42.16276194069251,-0.1423841345935335,-0.09401259929539839,9.914162061977866,-0.13897306830090667,True
2025-06-09,526755,VELAN HOTELS LTD.,5.92,6.27,5.55,6.15,11718,70146.0,6.211,6.211990694079683,47.786363790772505,-0.12882956310975846,-0.1009759920582704,10.511705378507655,-0.12093118299978783,True
2025-06-10,526755,VELAN HOTELS LTD.,6.15,6.15,5.66,5.81,52529,303530.0,6.1975,6.173419817015923,41.6134142374174,-0.14386424854999458,-0.10955364335661524,11.06656702957103,-0.1233056366495205,True
2025-06-11,526755,VELAN HOTELS LTD.,5.69,5.8,5.2,5.52,282874,1515827.0,6.165000000000001,6.110768978101693,37.19944803971693,-0.17713798502254363,-0.12307051168980093,12.493526402856878,-0.0504830929787914,True
2025-06-12,526755,VELAN HOTELS LTD.,5.65,5.7,5.5,5.7,23201,131478.0,6.124,6.0714091755237405,41.357298027401946,-0.18682951091958255,-0.13582231153575725,13.818560106622309,-0.07652054372466413,True
2025-06-13,526755,VELAN HOTELS LTD.,5.84,5.84,4.87,5.62,39719,207531.0,6.0905000000000005,6.0281803837587455,40.08698453976303,-0.19867524191105712,-0.14839289761081723,16.02801840660023,-0.0375343105549903,True
2025-06-16,526755,VELAN HOTELS LTD.,5.71,5.71,5.3,5.51,16714,90745.0,6.0555,5.9785833956463215,38.343039975512035,-0.21446690873445018,-0.16160769983554382,18.079658256579727,-0.028058539609824282,True
2025-06-17,526755,VELAN HOTELS LTD.,5.3,5.63,5.3,5.5,6494,35788.0,5.9965,5.932798161786323,38.18042443864724,-0.22519295073301304,-0.17432475001503767,19.984752402989262,-0.024091834396928087,True
2025-06-18,526755,VELAN HOTELS LTD.,5.63,5.9,5.51,5.65,52856,303099.0,5.957,5.905754990405797,42.144108474825074,-0.21906443149276367,-0.18327268631058288,20.759444902265077,-0.03897556127123318,True
2025-06-19,526755,VELAN HOTELS LTD.,5.76,5.76,5.2,5.47,15763,85394.0,5.929,5.864101203308387,38.919299780647336,-0.22612539868068549,-0.19184322878460341,22.00386204446181,-0.03764622345376147,True
2025-06-20,526755,VELAN HOTELS LTD.,5.33,5.75,5.33,5.66,9623,52511.0,5.909000000000001,5.844598046278549,43.80710893862244,-0.21392387270335167,-0.19625935756835308,23.159392247930203,-0.0302327434711133,True
2025-06-23,526755,VELAN HOTELS LTD.,5.66,5.66,5.35,5.53,4871,26540.0,5.861,5.814545782067049,41.36790455877826,-0.21229676405782438,-0.19946683886624736,24.232384579722286,-0.047484001676041276,True
2025-06-24,526755,VELAN HOTELS LTD.,5.2,5.64,5.2,5.46,11548,62611.0,5.8055,5.780687219044752,40.073990128356655,-0.21418667307847628,-0.20241080570869316,25.49521414241135,-0.04560356786378336,True
2025-06-25,526755,VELAN HOTELS LTD.,5.46,5.55,5.27,5.35,18702,100747.0,5.7505,5.739567973351916,38.05941498776262,-0.22200142603678152,-0.20632892977431086,26.667841593479768,-0.059653393690969836,True
2025-06-26,526755,VELAN HOTELS LTD.,5.25,5.51,5.21,5.31,13933,73609.0,5.6955,5.698565241084883,37.32461654389078,-0.2287850481432967,-0.21082015344810803,27.86970725497548,-0.06757692508115444,True
