Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20,RSI,MACD,MACD_signal,ADX,CMF,Supertrend
2025-03-13 00:00:00+05:30,181.0,184.0,175.36000061035156,177.24000549316406,135993,0.0,0.0,,177.24000549316406,,,,0.0,,True
2025-03-17 00:00:00+05:30,178.0,182.88999938964844,175.10000610351562,176.9499969482422,87977,0.0,0.0,,177.08775100708007,,,,0.0,,False
2025-03-18 00:00:00+05:30,176.9499969482422,176.9499969482422,176.9499969482422,176.9499969482422,0,0.0,0.0,,177.03716854251095,,,,0.0,,False
2025-03-19 00:00:00+05:30,179.86000061035156,182.9900054931641,179.8000030517578,181.47000122070312,156876,0.0,0.0,,178.3168587991424,,,,0.0,,True
2025-03-20 00:00:00+05:30,184.1999969482422,188.69000244140625,179.5399932861328,181.2700042724609,193897,0.0,0.0,,179.03119955841566,,,,0.0,,False
2025-03-21 00:00:00+05:30,182.5500030517578,186.97000122070312,181.6999969482422,185.6499938964844,245416,0.0,0.0,,180.42746283441298,,,,0.0,,True
2025-03-24 00:00:00+05:30,186.88999938964844,188.44000244140625,183.009994506836,184.08999633789065,206609,0.0,0.0,,181.11995726558604,,,,0.0,,False
2025-03-25 00:00:00+05:30,185.8500061035156,194.8800048828125,177.10000610351562,178.9600067138672,421057,0.0,0.0,,180.74659895942344,,,,0.0,,False
2025-03-26 00:00:00+05:30,178.89999389648438,180.0,171.10000610351562,172.3000030517578,322963,0.0,0.0,,179.39172367399354,,,,0.0,,False
2025-03-27 00:00:00+05:30,170.5,173.22999572753906,167.5,169.7100067138672,492235,0.0,0.0,,177.93374099027045,,,,0.0,,False
2025-03-28 00:00:00+05:30,170.00999450683594,175.2899932861328,166.0,166.66000366210938,350695,0.0,0.0,,176.32505956273926,,,,0.0,,False
2025-04-01 00:00:00+05:30,166.0,169.49000549316406,166.0,167.14999389648438,188146,0.0,0.0,,175.07515729757577,,,,0.0,,False
2025-04-02 00:00:00+05:30,169.64999389648438,169.64999389648438,165.0500030517578,167.35000610351562,169542,0.0,0.0,,174.06421287738183,,,,0.0,,False
2025-04-03 00:00:00+05:30,166.0500030517578,173.49000549316406,166.0500030517578,170.5399932861328,186566,0.0,0.0,,173.61888453645912,38.44935304841079,,,0.0,,False
2025-04-04 00:00:00+05:30,170.5399932861328,170.5399932861328,160.9199981689453,163.1699981689453,264982,0.0,0.0,,172.33839387254014,28.17939378098005,,,0.0,,False
2025-04-07 00:00:00+05:30,155.0,158.1699981689453,150.05999755859375,156.1699981689453,258105,0.0,0.0,,170.40966206551659,22.132572824693483,,,0.0,,False
2025-04-08 00:00:00+05:30,162.6999969482422,166.74000549316406,157.0,164.0399932861328,202736,0.0,0.0,,169.66766926525915,38.19115498686143,,,0.0,,False
2025-04-09 00:00:00+05:30,162.0500030517578,168.60000610351562,160.60000610351562,167.2100067138672,156975,0.0,0.0,,169.38733713587789,43.266464619884886,,,0.0,,False
2025-04-11 00:00:00+05:30,169.3000030517578,170.85000610351562,166.0500030517578,166.6199951171875,111334,0.0,0.0,,169.07751442074314,42.56588466392534,,,0.0,,False
2025-04-15 00:00:00+05:30,169.0,172.7100067138672,168.69000244140625,169.89999389648438,121434,0.0,0.0,172.1699996948242,169.16808240054664,47.64152781697029,,,0.0,-0.2800041256102524,False
2025-04-16 00:00:00+05:30,172.0,173.25999450683594,170.60000610351562,171.1699981689453,95429,0.0,0.0,171.8664993286133,169.38529334436052,49.5023649661214,,,0.0,-0.27742405596852254,False
2025-04-17 00:00:00+05:30,171.3000030517578,172.7100067138672,168.5500030517578,169.4199981689453,105784,0.0,0.0,171.48999938964843,169.38900958117162,47.02240977384151,,,0.0,-0.27987233209311585,False
2025-04-21 00:00:00+05:30,171.6999969482422,172.9199981689453,170.33999633789062,172.38999938964844,134229,0.0,0.0,171.26199951171876,169.70659813362556,51.46631150918817,,,0.0,-0.25327084188328414,False
2025-04-22 00:00:00+05:30,172.5,177.1999969482422,170.50999450683594,174.02000427246094,180785,0.0,0.0,170.88949966430664,170.15829361288067,53.75885602787109,,,0.0,-0.2515476874669335,False
2025-04-23 00:00:00+05:30,176.5,177.74000549316406,169.8000030517578,171.88999938964844,161169,0.0,0.0,170.420499420166,170.33793293151274,50.40803939420157,,,0.0,-0.24331648315434198,False
2025-04-24 00:00:00+05:30,171.89999389648438,174.6199951171875,171.10000610351562,172.6699981689453,99171,0.0,0.0,169.77149963378906,170.57781247582435,51.59781114576938,-0.918700232025401,,0.0,-0.28321404338261374,False
2025-04-25 00:00:00+05:30,172.99000549316406,173.89999389648438,164.5,165.4499969482422,206565,0.0,0.0,168.83949966430663,170.05434861928833,41.63949591614788,-1.269101352398252,,0.0,-0.2927658233537142,False
2025-04-28 00:00:00+05:30,163.11000061035156,170.8000030517578,163.10000610351562,166.72000122070312,122933,0.0,0.0,168.22749938964844,169.71628184692324,43.697905232872564,-1.4278585691048988,,16.781119735336205,-0.23214766995914732,False
2025-04-29 00:00:00+05:30,167.0,169.88999938964844,165.5,166.24000549316406,69328,0.0,0.0,167.92449951171875,169.3659797535301,43.07946199046016,-1.5742593687886597,,15.637442120130448,-0.19652209592501182,False
2025-04-30 00:00:00+05:30,167.89999389648438,167.89999389648438,162.0,163.11000061035156,77563,0.0,0.0,167.59449920654296,168.73903660852042,39.184967877039306,-1.9207075715141002,,15.125307628501474,-0.20183437770007298,False
2025-05-02 00:00:00+05:30,163.0,165.6199951171875,161.1999969482422,161.30999755859375,71426,0.0,0.0,167.32699890136718,167.99822221415764,37.10740455425698,-2.313842930239616,,14.794023844601389,-0.14264665536561316,False
2025-05-05 00:00:00+05:30,161.0500030517578,164.27000427246094,159.0,160.0399932861328,194198,0.0,0.0,166.97149887084962,167.20817758060824,35.670396076785295,-2.696797265161166,,14.878603061596838,-0.16021508402744794,False
2025-05-06 00:00:00+05:30,162.0,163.55999755859375,157.0,158.0800018310547,98832,0.0,0.0,166.50799865722655,166.30563026098147,33.51339269517908,-3.1224525750898806,,15.297141601919845,-0.186801105611248,False
2025-05-07 00:00:00+05:30,155.0500030517578,158.99000549316406,154.0,157.6199951171875,125520,0.0,0.0,165.86199874877929,165.44995101725078,33.00888427941507,-3.4570553896719787,-2.3158692846522952,16.160461354751646,-0.18450035335829,False
2025-05-08 00:00:00+05:30,159.89999389648438,161.0800018310547,157.0,158.0500030517578,84765,0.0,0.0,165.60599899291992,164.72331558084963,34.00895793820882,-3.6455093221033223,-2.5817972921425008,16.423643916773578,-0.159617262582924,False
2025-05-09 00:00:00+05:30,155.0,156.3000030517578,152.52000427246094,154.64999389648438,102159,0.0,0.0,165.52999877929688,163.73708496165116,30.173409553469924,-4.022839950245412,-2.8700058237630834,17.356178450898327,-0.2162007613138204,False
2025-05-12 00:00:00+05:30,160.77000427246094,164.89999389648438,159.0,161.08999633789062,226854,0.0,0.0,165.38249893188475,163.47861058807996,43.23278378100927,-3.758892641352901,-3.0477831872810475,16.381427392330853,-0.2755991532547635,False
2025-05-13 00:00:00+05:30,161.16000366210938,164.74000549316406,161.16000366210938,163.47999572753906,198383,0.0,0.0,165.19599838256835,163.47874551498518,47.18089188510467,-3.318604711378498,-3.101947492100538,15.47630140937534,-0.288071272909361,False
2025-05-14 00:00:00+05:30,165.0,167.08999633789062,163.92999267578125,165.32000732421875,154529,0.0,0.0,165.13099899291993,163.65771468846518,50.060560764457186,-2.789049371505257,-3.039367867981482,14.545387891339319,-0.25813862519261543,False
2025-05-15 00:00:00+05:30,166.0,175.39999389648438,165.75,174.35000610351562,446932,0.0,0.0,165.35349960327147,164.6949627009846,61.23135248907047,-1.6220297653187572,-2.7559002474489374,14.96524085095103,-0.09510104962804262,True
2025-05-16 00:00:00+05:30,176.19000244140625,177.4499969482422,174.0,174.9199981689453,203394,0.0,0.0,165.54099960327147,165.68512925682188,61.81202691982556,-0.6437440428270236,-2.3334690065245547,15.620421264323939,-0.10492917827193389,True
2025-05-19 00:00:00+05:30,174.0,174.8000030517578,167.91000366210938,169.25,343395,0.0,0.0,165.53249969482422,166.02979107405184,53.26537811235575,-0.3222523017271044,-1.9312256655650646,15.0767177066618,-0.14228529162155154,True
2025-05-20 00:00:00+05:30,169.00999450683594,173.99000549316406,168.0,169.0,166307,0.0,0.0,165.3629997253418,166.31654501428395,52.91794785267262,-0.08664193702799139,-1.56230891985765,14.571850117404098,-0.19785933708265985,True
2025-05-21 00:00:00+05:30,169.0,172.33999633789062,166.8699951171875,168.6199951171875,201059,0.0,0.0,165.09299926757814,166.53863793018,52.35890253622636,0.06862667072590511,-1.236121801740939,13.893201115456472,-0.22090831399024338,True
2025-05-22 00:00:00+05:30,168.6199951171875,172.38999938964844,167.50999450683594,169.4600067138672,133725,0.0,0.0,164.97149963378905,166.81997720987366,53.527646745648276,0.2565032666132083,-0.9375967880701096,13.271804633548758,-0.2078620661745604,True
2025-05-23 00:00:00+05:30,170.3000030517578,172.8000030517578,168.00999450683594,170.5399932861328,135769,0.0,0.0,164.86499938964843,167.1778479291864,55.054310923945074,0.4869296906188936,-0.652691492332309,12.771327277718353,-0.2001424163815337,True
2025-05-26 00:00:00+05:30,170.94000244140625,178.6999969482422,170.2100067138672,175.24000549316406,431555,0.0,0.0,165.35449981689453,167.95269229355094,61.050987368797784,1.0368439061059576,-0.31478441264465573,13.30446898097,-0.11942970119924162,True
2025-05-27 00:00:00+05:30,175.75,177.6999969482422,173.5800018310547,174.83999633789062,146544,0.0,0.0,165.7604995727539,168.61404703405444,60.31343600041296,1.4239629297152305,0.03296505582732151,13.799529133989386,-0.1323708680384331,True
2025-05-28 00:00:00+05:30,175.97999572753906,177.44000244140625,172.99000549316406,175.83999633789062,144239,0.0,0.0,166.24049911499023,169.30737453235713,61.56357225679906,1.790805892033461,0.3845332230685495,14.113302891263604,-0.1062294096554625,True
2025-05-29 00:00:00+05:30,176.0,182.0,174.32000732421875,175.97999572753906,204395,0.0,0.0,166.8839988708496,169.94715512172488,61.745253463287085,2.0689784674737552,0.7214222719495906,15.12867341414598,-0.12043655221554832,True
2025-05-30 00:00:00+05:30,176.74000549316406,181.97000122070312,174.0,175.66000366210938,393915,0.0,0.0,167.60149917602538,170.49455914368005,61.0351126251215,2.2378154091949796,1.0247008993986686,15.986480944924363,-0.15019969043387402,True
