TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DATE
2025-03-28,2025-03-28,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5540.35,5626.0,5505.0,5542.55,5516.55,5544.35,,5546.1,,,19498,108575456.0,4082,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,881.35,889.1,797.55,804.0,804.0,903.2,,805.4,,,152137,127161171.0,5211,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1024.45,1048.95,1000.0,1003.0,1003.0,1024.25,,1003.25,,,139345,142069158.0,7409,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,35.5,35.89,34.35,35.05,35.05,34.65,,35.05,,,210684,7407607.0,445,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,50.61,51.75,48.5,48.99,48.9,50.31,,48.99,,,280032,14041745.0,1255,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.71,3.71,3.71,3.71,3.71,3.78,,3.64,,,6564,24352.0,18,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.3,4.3,4.05,4.14,4.05,4.14,,4.14,,,70672,296012.0,114,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,9.49,9.95,9.23,9.77,9.8,9.07,,9.77,,,28801,278237.0,66,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,131.65,136.8,129.15,129.8,129.6,132.9,,129.7,,,332539,43501486.0,984,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,373.0,373.0,373.0,373.0,373.0,355.6,,364.3,,,1,373.0,1,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,5856.15,6253.45,5747.8,6133.55,6083.55,5783.95,,6136.5,,,4526,27504804.0,977,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,32.58,32.58,31.35,31.68,31.7,31.98,,31.68,,,30789,980869.0,200,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,559.6,571.7,538.95,545.7,540.0,548.6,,544.25,,,18346,10128703.0,1158,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,20.11,20.77,19.31,19.51,19.51,20.19,,19.47,,,1007282,20042604.0,3082,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,9150.0,9444.85,8870.85,9045.85,9045.85,8786.15,,9045.75,,,10141,92676571.0,2685,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,8999.95,9014.1,8860.0,8948.75,8948.75,8986.0,,8945.6,,,16630,148475050.0,2774,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,533.15,551.0,532.45,547.3,547.3,536.15,,547.5,,,43668,23760795.0,2356,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,345.4,352.85,341.7,344.8,344.5,345.15,,345.2,,,33721,11658198.0,1203,F1,1,,,,,,2025-03-28
2025-03-28,2025-03-28,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1954.85,2020.65,1868.3,1969.2,1969.2,1881.75,,1960.2,,,20211,38999733.0,2254,F1,1,,,,,,2025-03-28
