TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DATE
2025-04-03,2025-04-03,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5250.0,5350.05,5241.1,5331.05,5332.4,5313.15,,5327.8,,,11620,61720923.0,3891,F1,1,,,,,,2025-04-03
2025-04-03,2025-04-03,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,801.25,814.7,787.0,809.65,809.65,801.8,,809.35,,,43972,35187246.0,1953,F1,1,,,,,,2025-04-03
2025-04-03,2025-04-03,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1019.65,1032.75,1010.4,1014.35,1022.0,1030.6,,1014.0,,,30557,31085456.0,1750,F1,1,,,,,,2025-04-03
2025-04-03,2025-04-03,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,36.5,42.0,36.5,40.33,40.33,37.31,,40.33,,,573753,22875143.0,1241,F1,1,,,,,,2025-04-03
2025-04-03,2025-04-03,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,52.36,53.19,51.36,53.09,53.15,52.52,,53.09,,,56046,2947364.0,468,F1,1,,,,,,2025-04-03
2025-04-03,2025-04-03,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.82,3.88,3.82,3.88,3.88,3.81,,3.88,,,7255,28148.0,8,F1,1,,,,,,2025-04-03
2025-04-03,2025-04-03,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.48,4.85,4.36,4.56,4.5,4.54,,4.56,,,15902,73482.0,112,F1,1,,,,,,2025-04-03
2025-04-03,2025-04-03,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,10.4,11.0,10.4,11.0,11.0,10.51,,11.0,,,11240,122048.0,42,F1,1,,,,,,2025-04-03
2025-04-03,2025-04-03,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,134.05,141.6,134.05,140.55,140.55,136.65,,140.55,,,174919,24453482.0,1835,F1,1,,,,,,2025-04-03
2025-04-03,2025-04-03,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,341.05,369.0,341.05,369.0,369.0,357.5,,369.1,,,4,1406.0,3,F1,1,,,,,,2025-04-03
