TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DATE
2025-04-23,2025-04-23,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5749.0,5790.0,5610.95,5710.95,5720.0,5680.3,,5713.0,,,15270,86977776.0,2576,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,798.0,803.5,776.6,780.4,780.4,795.5,,780.05,,,40242,31704041.0,1673,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1018.35,1029.0,1002.5,1009.65,1009.65,1015.9,,1009.9,,,68622,69423657.0,4838,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,39.76,40.47,39.0,39.36,39.36,39.59,,39.36,,,43564,1721337.0,269,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,59.97,59.97,57.95,58.95,58.95,59.07,,58.95,,,71900,4208532.0,506,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.42,4.42,4.41,4.41,4.41,4.37,,4.41,,,6321,27883.0,23,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.8,4.94,4.74,4.8,4.83,4.78,,4.8,,,18098,86402.0,75,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.59,11.61,11.05,11.56,11.61,11.25,,11.56,,,18526,213884.0,39,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,141.0,142.35,136.3,140.45,140.45,140.15,,140.51,,,99687,13869806.0,1427,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,364.5,379.8,363.3,375.0,375.0,382.4,,372.35,,,2270,850906.0,15,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6057.05,6291.4,6056.0,6199.25,6225.0,6031.55,,6211.5,,,13596,84622518.0,1603,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,39.0,40.05,37.0,37.09,37.23,38.14,,37.09,,,70334,2700544.0,381,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,568.95,569.15,552.95,567.15,566.75,560.55,,567.3,,,7576,4248841.0,503,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,20.94,21.03,20.01,20.65,20.65,20.82,,20.66,,,763069,15633261.0,2126,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,9321.05,9321.1,8935.55,9105.5,9188.5,9100.15,,9107.5,,,3981,36268673.0,918,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,9275.55,9340.0,9148.85,9326.25,9300.05,9266.5,,9323.0,,,44107,407209589.0,5995,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,595.0,597.0,573.05,590.05,590.05,591.9,,589.75,,,39942,23380348.0,2806,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,404.7,413.85,390.85,409.0,408.3,404.7,,408.8,,,41182,16658670.0,1408,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1925.05,2024.45,1925.05,2015.15,1964.0,1927.05,,2014.8,,,14546,28910743.0,1392,F1,1,,,,,,2025-04-23
2025-04-23,2025-04-23,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3841.55,4494.65,3818.05,3818.05,3818.05,3747.85,,3879.3,,,34,138956.0,10,F1,1,,,,,,2025-04-23
