TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DATE
2025-05-28,2025-05-28,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6047.95,6060.55,5982.65,6010.4,6022.3,6007.0,,6015.0,,,3143,18910556.0,1130,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,806.05,815.25,796.0,801.05,801.05,809.3,,800.15,,,204883,163931311.0,2208,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1052.15,1064.05,1044.35,1057.05,1056.0,1047.75,,1057.15,,,30012,31621039.0,1659,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,39.0,39.0,38.35,38.56,38.56,38.99,,38.56,,,81952,3167521.0,208,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,55.34,56.89,55.34,56.32,56.32,55.34,,56.32,,,50792,2847124.0,481,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.06,4.14,3.99,4.0,4.0,4.06,,3.96,,,35220,142805.0,60,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.83,5.7,4.57,5.21,5.23,4.83,,5.21,,,122063,631058.0,236,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.0,11.0,10.84,11.0,11.0,10.84,,11.0,,,12055,132595.0,16,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,150.45,157.1,150.45,154.55,154.55,151.35,,154.52,,,81715,12630068.0,1445,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,372.85,377.0,372.85,377.0,377.0,372.85,,374.45,,,2230,837456.0,16,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7050.45,7150.0,7030.9,7128.7,7098.2,7030.8,,7129.5,,,607,4319129.0,220,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,34.2,36.3,32.15,34.97,34.97,33.49,,34.97,,,133456,4645860.0,551,F1,1,,,,,,2025-05-28
2025-05-28,2025-05-28,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,680.65,686.05,667.5,669.3,668.6,682.1,,669.75,,,3319,2229265.0,223,F1,1,,,,,,2025-05-28
