TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DATE
2025-05-13,2025-05-13,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5600.0,5698.35,5530.95,5633.8,5636.0,5586.2,,5636.5,,,9370,52679545.0,2195,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,813.05,826.3,804.0,812.65,812.65,817.05,,812.55,,,14488,11834811.0,652,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,999.15,1019.65,992.8,1013.35,1015.0,998.45,,1013.85,,,33735,34051443.0,1694,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,36.15,38.0,36.15,37.02,37.02,36.75,,37.02,,,79846,2953512.0,272,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,56.49,56.49,55.1,55.88,55.9,55.38,,55.88,,,46503,2591945.0,311,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.5,4.5,4.44,4.44,4.44,4.53,,4.43,,,33682,149551.0,37,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.37,4.6,4.35,4.5,4.5,4.46,,4.5,,,27279,120097.0,76,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.28,11.97,11.0,11.62,11.5,11.4,,11.62,,,16666,192782.0,81,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,134.65,137.0,133.9,135.7,135.5,134.65,,135.65,,,151249,20566857.0,1517,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,366.35,366.35,366.35,366.35,366.35,349.0,,366.55,,,88,32238.0,4,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6899.95,6899.95,6755.65,6857.45,6857.45,6800.85,,6868.5,,,1415,9647867.0,409,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,33.45,33.45,31.8,32.83,32.66,33.12,,32.83,,,18233,597461.0,159,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,617.55,629.3,605.6,611.75,611.75,610.45,,610.75,,,61493,37940620.0,2460,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,20.55,21.46,20.4,20.79,20.79,20.54,,20.75,,,1157413,24236911.0,6015,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,10789.6,10789.6,10090.9,10550.95,10587.0,10753.05,,10539.0,,,8853,92631693.0,2605,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,9000.75,9163.55,8996.8,9042.55,9042.55,9016.75,,9042.0,,,41716,378437339.0,6851,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,557.95,561.0,550.2,553.7,551.5,557.2,,554.0,,,6739,3738097.0,390,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,389.95,403.0,384.5,395.0,396.0,390.35,,394.95,,,15909,6248988.0,695,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1925.25,1945.0,1906.6,1935.95,1924.1,1918.1,,1933.6,,,4201,8112244.0,432,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,4069.0,4100.0,4000.05,4018.9,4000.05,3954.25,,4095.6,,,34,137831.0,22,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,4508.0,4619.25,4481.35,4568.2,4580.0,4489.5,,4565.7,,,864,3955102.0,280,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1220.0,1233.0,1201.05,1203.45,1206.05,1214.45,,1202.8,,,6783,8227086.0,891,F1,1,,,,,,2025-05-13
2025-05-13,2025-05-13,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,3218.95,3360.0,3173.8,3326.6,3326.6,3201.6,,3327.4,,,27526,91108264.0,2689,F1,1,,,,,,2025-05-13
