TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DATE
2025-06-05,2025-06-05,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6035.0,6078.0,6010.7,6031.55,6044.5,6041.1,,6031.5,,,3255,19680676.0,909,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,799.9,807.95,794.4,806.5,803.4,799.3,,806.05,,,11116,8910734.0,377,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,999.6,1008.95,998.5,1000.25,1000.25,998.35,,1000.3,,,24306,24341024.0,1531,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,37.0,37.4,36.61,36.84,36.84,36.95,,36.84,,,50354,1860630.0,300,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,55.7,55.99,54.91,55.23,55.26,55.07,,55.23,,,49938,2762458.0,411,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.85,3.89,3.77,3.78,3.78,3.82,,3.77,,,43957,169697.0,60,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,5.55,5.9,5.33,5.48,5.58,5.42,,5.48,,,76881,423869.0,138,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,10.98,10.98,10.52,10.57,10.55,10.88,,10.57,,,12750,135190.0,22,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,154.3,158.0,154.0,154.45,154.2,154.85,,154.49,,,84991,13265301.0,1170,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,361.0,361.0,351.85,359.95,359.95,364.05,,355.0,,,33,11628.0,4,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7238.9,7332.4,7233.1,7262.65,7246.15,7168.2,,7262.0,,,481,3499715.0,170,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,36.0,38.77,35.28,37.49,37.49,35.51,,37.49,,,56656,2118278.0,301,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,654.9,662.0,649.05,651.45,651.55,652.3,,651.0,,,3202,2103158.0,260,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,24.43,25.24,24.31,24.37,24.37,24.44,,24.36,,,1558950,38637917.0,4744,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,12610.05,12838.0,12394.75,12758.0,12767.95,12333.1,,12755.0,,,12197,154292911.0,3849,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,8975.15,8990.0,8870.0,8932.45,8933.0,8984.3,,8934.0,,,15375,137150738.0,2458,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,595.4,610.4,595.4,603.95,603.95,595.6,,604.5,,,20157,12189923.0,1031,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,579.65,580.0,557.3,559.15,559.45,577.2,,559.0,,,38032,21374641.0,867,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,2140.35,2194.85,2131.85,2156.7,2156.7,2140.4,,2160.2,,,7545,16326619.0,991,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3938.05,4004.95,3900.5,3946.5,3900.5,3917.55,,3906.8,,,128,505389.0,59,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,5150.8,5203.75,5105.0,5114.55,5114.55,5170.1,,5115.5,,,1307,6724842.0,387,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1228.95,1230.0,1201.0,1209.95,1209.95,1223.3,,1210.0,,,94112,113946368.0,1220,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,4400.0,4489.6,4340.0,4432.95,4432.95,4373.1,,4435.2,,,45009,198841740.0,4627,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,392.85,394.6,389.5,393.7,393.7,390.6,,393.5,,,1537733,602465251.0,19463,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,117.5,119.3,116.45,117.05,116.9,116.95,,117.01,,,43905,5172819.0,826,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,13.15,13.58,13.15,13.28,13.28,13.11,,13.28,,,12676,169162.0,69,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500059,INE071A01013,BINANIIND,T,,,,,BINANI INDUSTRIES LTD.,14.96,14.97,14.56,14.6,14.6,14.97,,14.66,,,212,3131.0,7,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,184.0,189.4,179.8,181.45,181.55,180.4,,181.44,,,17230,3164016.0,727,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1553.75,1589.65,1545.45,1584.85,1585.0,1551.55,,1585.0,,,57016,89573757.0,3596,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,13950.0,14000.0,13800.0,13880.05,13801.2,13911.7,,13880.05,,,237,3300727.0,71,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,388.0,388.0,375.4,377.4,382.95,380.0,,377.4,,,1153,436701.0,76,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,81.04,85.04,81.04,84.08,83.75,81.33,,84.07,,,22100,1860911.0,663,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,373.2,379.65,371.95,377.15,373.0,369.1,,377.9,,,1604,601909.0,189,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,20.74,20.86,20.32,20.5,20.37,20.3,,20.47,,,22155,454415.0,225,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,170.0,170.8,165.2,166.55,166.8,168.85,,166.54,,,128456,21626605.0,1965,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,559.2,563.95,548.0,552.55,552.55,559.15,,552.6,,,89786,49649761.0,1917,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,390.15,393.5,388.1,391.05,391.05,388.9,,391.15,,,184398,72074079.0,5103,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1472.8,1498.2,1472.8,1489.65,1489.65,1472.2,,1489.8,,,55203,82312850.0,3491,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,662.0,662.0,662.0,662.0,662.0,636.9,,643.4,,,3,1986.0,1,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,5250.05,5318.5,5250.05,5284.4,5279.5,5295.8,,5278.5,,,467,2467773.0,147,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,695.45,702.65,684.6,696.2,697.6,689.8,,696.5,,,43200,30042838.0,1574,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,494.0,494.5,487.05,488.25,488.25,492.35,,488.7,,,322508,157948304.0,4870,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,439.4,450.75,439.4,441.7,441.6,436.1,,441.7,,,6858,3042751.0,525,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,350.75,356.25,349.05,350.15,350.15,352.95,,350.3,,,7330,2576364.0,385,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,254.6,256.4,251.5,251.95,251.95,253.65,,252.0,,,354590,89978582.0,3655,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,408.0,409.4,399.9,401.25,401.25,406.65,,401.0,,,94258,38057383.0,3215,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,67.59,69.23,66.51,67.75,67.75,67.5,,67.75,,,3666711,247905134.0,11267,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500108,INE153A01019,MTNL,A,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,52.42,52.5,50.51,50.8,50.8,52.3,,50.83,,,527069,27241574.0,2650,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,142.55,143.0,140.65,141.5,141.9,141.65,,141.36,,,73302,10378807.0,1223,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,660.05,664.85,650.7,652.65,652.65,658.25,,652.95,,,28290,18611667.0,1258,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,809.0,811.9,803.0,806.1,806.1,806.45,,806.0,,,319568,258320118.0,5975,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,132.15,134.0,131.75,133.1,133.1,131.8,,133.11,,,810496,107946628.0,5019,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,3481.15,3534.95,3476.15,3503.65,3503.65,3499.85,,3504.0,,,17178,60185143.0,2602,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,101.0,104.4,100.61,101.09,101.09,100.27,,101.12,,,1410689,144306662.0,5090,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,79.98,85.6,79.79,82.3,82.3,79.45,,82.29,,,298661,24876740.0,2011,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,149.3,151.4,148.9,150.45,150.6,147.25,,150.54,,,11418,1713945.0,327,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,364.55,367.25,361.95,365.15,365.7,359.8,,364.9,,,317,115877.0,50,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,9893.0,10079.95,9890.0,9914.1,9914.1,9893.8,,9914.1,,,21937,219407367.0,139,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500124,INE089A01031,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,1260.0,1303.45,1260.0,1289.9,1289.9,1252.15,,1290.6,,,288918,372523510.0,10269,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,975.6,985.0,972.0,974.1,974.1,978.95,,974.4,,,3665,3580730.0,383,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,5535.55,5635.3,5535.55,5576.75,5571.6,5605.7,,5579.0,,,397,2216590.0,134,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,109.7,110.75,106.3,106.8,106.85,108.75,,106.82,,,64743,7030923.0,941,F1,1,,,,,,2025-06-05
2025-06-05,2025-06-05,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5100.0,5224.9,5090.05,5218.4,5224.4,5067.55,,5207.0,,,388,1999448.0,148,F1,1,,,,,,2025-06-05
