TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DATE
2025-03-26,2025-03-26,CM,BSE,STK,100440,INE038A01020,HINDALCO#,A,,,,,HINDALCO INDUSTRIES LTD.,698.0,698.0,698.0,691.25,698.0,693.5,,,,,1,698.0,1,F1,1,,,,,,2025-03-26
2025-03-26,2025-03-26,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5412.35,5621.0,5410.05,5524.95,5522.65,5410.05,,5523.75,,,21495,119279130.0,5873,F1,1,,,,,,2025-03-26
2025-03-26,2025-03-26,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,793.65,808.0,772.55,786.05,786.05,783.65,,786.7,,,37456,29402701.0,1994,F1,1,,,,,,2025-03-26
2025-03-26,2025-03-26,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1060.05,1108.7,1030.7,1040.9,1040.9,1054.55,,1039.95,,,137029,147457974.0,7640,F1,1,,,,,,2025-03-26
2025-03-26,2025-03-26,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,36.96,36.96,34.55,35.05,35.05,36.11,,35.05,,,470235,16711623.0,677,F1,1,,,,,,2025-03-26
2025-03-26,2025-03-26,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,52.15,52.15,50.01,50.28,50.28,51.71,,50.28,,,192338,9844342.0,878,F1,1,,,,,,2025-03-26
2025-03-26,2025-03-26,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.85,3.85,3.85,3.85,3.85,3.92,,3.76,,,17215,66277.0,16,F1,1,,,,,,2025-03-26
2025-03-26,2025-03-26,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.48,4.48,3.96,4.14,4.14,4.17,,4.14,,,196873,816175.0,121,F1,1,,,,,,2025-03-26
2025-03-26,2025-03-26,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,11.52,11.52,10.17,10.89,10.31,10.75,,10.89,,,7881,84194.0,55,F1,1,,,,,,2025-03-26
2025-03-26,2025-03-26,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,137.65,137.65,128.8,129.4,129.4,134.0,,129.45,,,94067,12419986.0,961,F1,1,,,,,,2025-03-26
