TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DATE
2025-06-26,2025-06-26,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5969.35,6030.0,5953.75,6015.2,6015.2,5966.6,,6012.5,,,5365,32156620.0,1786,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,787.55,843.35,787.55,825.75,826.2,795.85,,825.4,,,63545,52448022.0,2849,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,971.4,978.5,966.65,969.45,969.45,969.4,,969.2,,,24356,23671326.0,1342,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,35.89,36.34,35.26,36.19,36.19,35.52,,36.19,,,49347,1776154.0,213,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,54.86,55.29,54.56,55.15,55.15,54.86,,55.15,,,32474,1786005.0,316,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.17,4.2,4.09,4.14,4.09,4.17,,4.14,,,39619,164548.0,58,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.64,4.92,4.64,4.81,4.79,4.82,,4.81,,,10773,52195.0,72,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,9.5,9.51,9.25,9.27,9.43,9.38,,9.27,,,20572,192593.0,48,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,155.65,158.25,154.5,157.05,157.05,155.35,,157.15,,,85384,13333727.0,1269,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,346.1,360.0,346.1,360.0,360.0,363.8,,347.35,,,15,5276.0,6,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,7356.3,7390.0,7272.0,7317.4,7307.0,7359.2,,7324.5,,,1493,10930713.0,517,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,39.95,39.95,38.15,38.43,38.43,39.01,,38.43,,,21181,820780.0,189,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,679.8,689.95,670.65,680.4,680.4,686.55,,679.2,,,6069,4116808.0,555,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,24.48,24.64,24.2,24.49,24.49,24.36,,24.46,,,834085,20352424.0,3246,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,13998.8,14370.0,13855.15,14123.45,14177.0,13886.75,,14114.0,,,6539,92370409.0,1733,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,929.0,953.45,928.8,951.45,951.45,928.2,,951.5,,,903672,855506388.0,18996,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,597.0,608.2,586.0,588.65,587.9,596.2,,588.95,,,8421,4969271.0,574,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,604.15,604.15,585.25,588.05,588.05,596.65,,587.75,,,3118,1842612.0,187,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,2352.2,2376.55,2324.0,2335.3,2335.0,2351.8,,2334.5,,,2238,5261315.0,380,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,5040.0,5065.0,5008.05,5018.5,5020.5,5003.15,,5017.0,,,435,2191657.0,162,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1218.0,1225.65,1206.0,1223.1,1223.0,1214.95,,1223.1,,,2194,2667170.0,290,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,4469.45,4550.0,4423.5,4447.6,4447.6,4446.35,,4448.4,,,33430,149823474.0,4032,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,408.15,414.0,406.95,410.05,410.05,405.75,,410.1,,,961712,394324961.0,12031,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,116.5,117.35,114.25,116.8,116.8,115.65,,116.89,,,16171,1876263.0,278,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,16.0,16.5,15.51,15.61,15.61,16.02,,15.61,,,54609,869779.0,216,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500059,INE071A01013,BINANIIND,T,,,,,BINANI INDUSTRIES LTD.,12.3,12.3,11.35,11.54,11.54,11.87,,11.5,,,7267,85770.0,53,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,T,,,,,Birla Cable Limited,186.65,187.45,182.0,182.05,182.0,183.3,,182.6,,,1810,330636.0,44,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1659.6,1674.35,1639.65,1660.4,1663.8,1644.4,,1660.9,,,12749,21179151.0,1065,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,13920.0,14179.0,13855.55,14054.4,14099.95,13850.0,,14054.4,,,81,1138646.0,43,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,382.2,389.95,378.0,381.0,381.0,387.5,,381.0,,,3378,1290700.0,30,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,92.77,93.29,91.0,91.43,91.2,91.83,,91.34,,,20728,1906387.0,402,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,394.7,394.7,388.0,388.7,388.0,395.75,,389.5,,,1433,559570.0,142,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,20.38,20.75,20.1,20.13,20.13,20.48,,20.18,,,4339,88314.0,196,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,173.5,174.65,171.05,173.2,173.2,172.45,,173.19,,,275610,47675181.0,3883,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,563.7,563.7,551.0,557.75,557.75,560.25,,557.9,,,42777,23767354.0,1192,F1,1,,,,,,2025-06-26
2025-06-26,2025-06-26,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,387.55,389.55,384.25,389.05,389.05,385.65,,388.85,,,70892,27418118.0,1754,F1,1,,,,,,2025-06-26
