TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4,DATE
2025-05-22,2025-05-22,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,5881.5,5956.0,5830.0,5923.6,5923.6,5886.95,,5924.0,,,13892,81888609.0,3825,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,890.0,895.0,862.65,869.65,874.0,892.05,,870.45,,,54154,47665891.0,2204,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,1013.55,1026.6,1005.0,1014.3,1014.3,1015.3,,1014.15,,,62308,63137996.0,3631,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500009,INE432A01017,AMBALALSA,X,,,,,AMBALAL SARABHAI ENTERPRISES L,38.4,38.4,37.72,37.9,37.9,38.3,,37.9,,,68572,2603397.0,202,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,59.39,59.49,58.6,58.98,59.07,59.81,,58.98,,,29058,1714775.0,346,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,4.29,4.29,4.21,4.22,4.24,4.29,,4.2,,,11610,49366.0,37,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,4.7,4.77,4.57,4.71,4.72,4.61,,4.71,,,9959,46729.0,91,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,10.4,11.0,10.36,11.0,11.0,10.99,,11.0,,,7363,79684.0,30,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,147.8,150.1,144.55,146.7,146.7,148.9,,146.63,,,101667,14966584.0,1974,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,T,,,,,ASIAN HOTELS (NORTH) LIMITED,350.4,350.4,350.4,350.4,350.4,350.4,,355.45,,,2,700.0,2,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6934.3,7225.0,6925.0,7199.9,7225.0,6943.5,,7197.5,,,5922,42119930.0,1249,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,31.6,32.5,31.0,31.39,31.39,31.69,,31.39,,,76865,2442004.0,256,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,662.6,666.2,659.3,662.15,660.2,662.75,,662.5,,,2223,1473584.0,238,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,22.91,23.64,22.6,23.12,23.12,22.88,,23.1,,,1474749,34110569.0,4518,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,10515.45,10632.1,10456.7,10506.1,10494.05,10603.85,,10513.0,,,3443,36236817.0,895,F1,1,,,,,,2025-05-22
2025-05-22,2025-05-22,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,9160.3,9191.0,9071.35,9140.35,9140.35,9199.45,,9139.0,,,18963,173316159.0,4321,F1,1,,,,,,2025-05-22
