Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Tech_Indicator
ADSL,Press Release,"Allied Digital Services Limited has informed the Exchange regarding a press release dated Jun 06, 2025, titled ""Press Release on results announced by the Company for the Quarter and Year ended March 31, 2025"".",06-Jun-2025 01:15:06,https://nsearchives.nseindia.com/corporate/ADSL_06062025011436_Finalpressrelease.pdf,0.9944,0.0475044563279857,0.5351510047912598,0.2947444082829616,Positive,,
ICICIGI,Updates,ICICI Lombard General Insurance Company Limited has informed the Exchange regarding 'Environmental Social and Governance Report of the Company for FY2025'.,06-Jun-2025 00:09:59,https://nsearchives.nseindia.com/corporate/ICICIGI_06062025000901_SE_Intimation_ESG_Report.pdf,0.9984,0.1267161410018553,0.5756523609161377,0.4138107988464782,Positive,"Resistance Breakout, Volume Spike",
